language_id,country_id
bng,PG
bin,PG
kat,PG
kmn,PG
lou,PG
neh,PG
sir,PG
sud,PG
trr,PG
adz,PG
kel,PG
omi,PG
sia,PG
bvi,PG
gap,PG
nag,PG
pat,PG
usr,PG
amn,PG
awa,PG
bnn,PG
gah,PG
idn,PG
klq,PG
kta,PG
mmb,PG
tak,PG
alk,PG
kmo,PG
oro,PG
aga,PG
gln,PG
kau,PG
kyk,PG
mlu,PG
pok,PG
rum,PG
ang,PG
mot,PG
der,PG
sar,PG
tlf,PG
wal,PG
hal,PG
nam,PG
olo,PG
teo,PG
for,PG
nab,PG
ane,PG
koi,PG
msn,PG
sng,PG
amb,PG
fas,PG
krr,PG
mtu,PG
gds,PG
sio,PG
au,PG
paw,PG
slb,PG
kmp,PG
yar,PG
yes,PG
baa,PG
jab,PG
kuo,PG
nak,PG
sro,PG
sul,PG
gmw,PG
mnm,PG
slp,PG
syu,PG
lon,PG
kiw,PG
kwo,PG
taw,PG
wah,PG
hua,PG
kkv,PG
wsk,PG
dum,PG
tla,PG
yel,PG
nas,PG
ygr,PG
awt,PG
tau,PG
tgk,PG
ham,PG
sue,PG
usa,PG
dag,PG
yim,PG
arp,PG
klv,PG
kew,PG
imo,PG
kob,PG
ala,PG
ame,PG
ars,YE
soq,YE
ams,YE
meh,YE
mca,PY
gna,PY
tpt,PY
kaw,PY
crt,PY
crg,PY
lng,PY
ayr,PY
ach,PY
chu,PY
gua,PY
mce,BZ
mop,BZ
grf,BZ
pgl,FM
kpn,FM
nkr,FM
uli,FM
cuu,FM
pul,FM
wol,FM
kos,FM
poh,FM
mok,FM
yap,FM
swt,SZ
aul,VU
rag,VU
bsm,VU
ark,VU
tmm,VU
tns,VU
kwr,VU
lnw,VU
atc,VU
sea,VU
nbb,VU
ngu,VU
lew,VU
aml,VU
ura,VU
mwo,VU
mae,VU
sak,VU
anj,VU
fut,VU
err,VU
len,VU
pms,VU
sam,WS
msh,MH
kbu,NE
tai,NE
zar,NE
tug,NE
tbu,NE
kse,NE
knr,NE
hau,NE
gdl,GP
lcr,GP
far,DK
dsh,DK
crl,MP
bul,BG
com,YT
lma,GN
mnk,GN
fgu,GN
kko,GN
bgs,GN
bsr,GN
kgi,GN
mdk,GN
kss,GN
sus,GN
man,GN
dan,GN
kis,GN
arh,SA
ams,SA
arg,SA
bru,LA
oi,LA
sae,LA
ksi,LA
lov,LA
ktu,LA
brw,LA
lu,LA
jeh,LA
sap,LA
lao,LA
kmu,LA
coi,HN
pec,HN
grf,HN
tol,HN
bnd,LR
lma,LR
gol,LR
kss,LR
kla,LR
man,LR
kpe,LR
dan,LR
vai,LR
kis,LR
grb,LR
pri,ST
ago,ST
fsl,FI
sno,FI
swe,FI
fin,FI
klz,ZW
krg,ZW
ven,ZW
ila,ZW
cic,ZW
shn,ZW
nau,NR
lgp,PT
por,PT
mma,IQ
naa,IQ
hwr,IQ
cld,IQ
azi,IQ
ams,IQ
arq,IQ
krd,IQ
arg,IQ
wmn,BJ
ntn,BJ
anu,BJ
bok,BJ
tem,BJ
brb,BJ
fon,BJ
yor,BJ
bga,GA
tgo,GA
mpo,GA
dma,GA
mbe,GA
ndu,GA
sgu,GA
swv,SE
svt,SE
scs,SE
sno,SE
swe,SE
sti,KH
chw,KH
khm,KH
dhi,MV
qbo,BO
yrc,BO
puq,BO
atm,BO
crt,BO
crg,BO
uru,BO
cqt,BO
qco,BO
cav,BO
mov,BO
baq,BO
ign,BO
ito,BO
ese,BO
mos,BO
cbo,BO
srn,BO
tac,BO
ana,BO
cyv,BO
aym,BO
wch,BO
avt,GH
buy,GH
ada,GH
ewa,GH
anu,GH
cum,GH
kkb,GH
mmp,GH
naf,GH
ssa,GH
grn,GH
tem,GH
vag,GH
tmp,GH
bis,GH
kni,GH
bmb,GH
nkn,GH
dga,GH
ga,GH
llm,GH
dgb,GH
akn,GH
ewe,GH
nih,JP
ain,JP
jpn,JP
bah,BR
jrn,BR
usl,BR
ynm,BR
cnm,BR
cnl,BR
kdg,BR
lsb,BR
mcn,BR
mkw,BR
prt,BR
sri,BR
den,BR
gno,BR
jmm,BR
kaw,BR
prc,BR
trn,BR
wyn,BR
xer,BR
jum,BR
bna,BR
jwr,BR
wur,BR
cul,BR
asu,BR
bnw,BR
kna,BR
rik,BR
csh,BR
des,BR
tup,BR
jbt,BR
krh,BR
kdw,BR
kyp,BR
muu,BR
shh,BR
bki,BR
gto,BR
kwz,BR
wai,BR
wps,BR
aik,BR
daw,BR
xav,BR
xok,BR
yam,BR
crp,BR
max,BR
myr,BR
gav,BR
mek,BR
mts,BR
nad,BR
tuy,BR
irx,BR
hpd,BR
jva,BR
kaa,BR
gjj,BR
tir,BR
way,BR
kri,BR
ful,BR
tic,BR
tar,BR
kma,BR
plk,BR
kng,BR
amc,BR
api,BR
shi,BR
tuc,BR
hum,BR
wrk,BR
bae,BR
apl,BR
nmb,BR
brr,BR
mac,BR
tru,BR
urk,BR
pau,BR
snm,BR
ckr,BR
apu,BR
prh,BR
war,BR
hix,BR
pip,SV
sae,TH
ths,TH
biu,TH
fuz,TH
nkt,TH
phl,TH
mlm,TH
akh,TH
mon,TH
url,TH
lao,TH
lah,TH
kyl,TH
tha,TH
apa,PS
ams,PS
bou,DZ
bmz,DZ
bch,DZ
ams,DZ
kbl,DZ
tug,DZ
brf,DZ
ckh,SB
lga,SB
arx,SB
lau,SB
rnn,SB
hoa,SB
pil,SB
toq,SB
saa,SB
nbk,SB
ayw,SB
svs,SB
gel,SB
rov,SB
bum,SB
kkt,SB
sis,SB
bil,SB
moa,SB
lgu,SB
aro,SB
kwa,SB
lav,SB
oir,MN
mkh,MN
kmk,MN
but,MN
tuv,MN
kha,MN
lsa,AR
alc,AR
lul,AR
atm,AR
crt,AR
crg,AR
teh,AR
gku,AR
tob,AR
pga,AR
mcv,AR
sel,AR
abi,AR
wch,AR
akm,MM
khu,MM
ano,MM
thd,MM
puk,MM
acn,MM
lu,MM
kpw,MM
sha,MM
plg,MM
lis,MM
mru,MM
akh,MM
chg,MM
cmr,MM
chs,MM
kbw,MM
mon,MM
raw,MM
cti,MM
ksg,MM
jng,MM
lai,MM
lah,MM
kyl,MM
baw,MM
brm,MM
oma,PE
hmb,PE
qan,PE
qca,PE
nom,PE
ore,PE
qta,PE
htt,PE
agr,PE
cpa,PE
cul,PE
mcc,PE
puq,PE
tsr,PE
bor,PE
amk,PE
qay,PE
sec,PE
urn,PE
qcu,PE
csh,PE
cln,PE
zpr,PE
hmu,PE
chy,PE
mch,PE
shh,PE
acu,PE
cap,PE
yam,PE
myr,PE
cas,PE
can,PE
arb,PE
oca,PE
iqu,PE
amu,PE
coc,PE
pir,PE
tic,PE
ese,PE
amc,PE
hum,PE
jeb,PE
qhu,PE
res,PE
cax,PE
jaq,PE
aym,PE
shk,PE
yag,PE
ast,ES
spc,ES
lse,ES
glc,ES
bqi,ES
bqb,ES
bqg,ES
bqh,ES
bql,ES
bqn,ES
bqo,ES
bqr,ES
bqs,ES
bqz,ES
ctl,ES
bsq,ES
spa,ES
ams,AE
abh,BH
ams,BH
arg,BH
ndg,SD
blj,SD
otr,SD
laf,SD
mdu,SD
jlu,SD
nbh,SD
big,SD
mid,SD
mii,SD
aja,SD
kuk,SD
ddf,SD
jom,SD
ktc,SD
ras,SD
msk,SD
nob,SD
bka,SD
sht,SD
avo,SD
ori,SD
ams,SD
bgo,SD
kad,SD
ktl,SD
kre,SD
tma,SD
tmn,SD
gmz,SD
ten,SD
acl,SD
mou,SD
nue,SD
shl,SD
did,SD
jmo,SD
nyi,SD
igs,SD
kom,SD
par,SD
yul,SD
mad,SD
msl,SD
ber,SD
bar,SD
mro,SD
zan,SD
din,SD
fur,SD
mrl,SD
nbd,SD
bej,SD
kro,SD
knr,SD
bsl,GB
mnx,GB
rwe,GB
crn,GB
gae,GB
wel,GB
eng,GB
mcd,MK
gti,RO
rlo,RO
rom,RO
mpy,VR
mti,VR
pui,VR
yrr,VR
pem,VR
ykp,VR
bnw,VR
cuc,VR
bti,VR
ayo,VR
jpr,VR
pnr,VR
pia,VR
cde,VR
mpr,VR
sba,VR
shi,VR
wrk,VR
bae,VR
goa,VR
mac,VR
snm,VR
wra,VR
iss,IL
arv,IL
lno,IL
hba,IL
nap,IL
ams,IL
dom,IL
naj,IL
heb,IL
tay,NC
aji,NC
xar,NC
nyl,NC
pta,NC
nel,NC
nne,NC
poa,NC
cem,NC
tin,NC
iaa,NC
dre,NC
meh,OM
hli,CA
tms,ML
bly,AU
bxj,AU
dhl,AU
ggd,AU
guf,AU
vka,AU
kyt,AU
lnj,AU
mrj,AU
nlr,AU
nly,AU
ump,AU
wkw,AU
wgg,AU
wbt,AU
wru,AU
ylr,AU
agb,NG
wec,GB
huc,BW
tia,SD
wna,CI
ddj,CI
ney,CI
jms,ML
nrg,BF
wwa,BJ
ncm,TG
ncm,GH
xsm,BF
xsm,GH
mmi,TD
myg,CD
mnz,CG
ajg,BJ
ajg,TG
guw,BJ
avk,CI
mkq,CM
mdw,CG
bdu,CD
vif,CG
vif,GA
kwy,AO
sku,AO
sku,CD
bgm,ML
zag,TD
zag,SD
mgq,TD
tsk,ML
hna,CM
sid,ET
arj,KW
ryu,JP
bkb,IN
rji,IN
rji,NP
ksn,TH
nmm,NP
tbx,NP
tdi,CN
tdr,CN
kgy,CN
amt,NP
shg,CN
rpa,NP
knz,CN
khd,CN
xns,IN
wme,NP
ybi,NP
gyc,CN
rgc,CN
tvt,IN
ral,MM
ral,IN
mhl,IN
lic,CN
khn,MM
smp,IN
agd,PH
bgz,MY
bwc,MY
ttd,TL
lab,PG
vnm,VU
psw,VU
lmu,VU
erk,VU
ndr,FJ
mxe,VU
mqf,ID
mpt,PG
mkj,TL
abv,ID
adg,ID
bdw,ID
dlm,PG
brp,PG
fqs,PG
kwt,PG
bio,PG
amm,PG
owi,PG
urt,PG
xbi,PG
aoj,PG
kmz,PG
inn,AU
msq,CA
tee,MX
mxx,MX
qum,GT
lec,BO
eme,GF
kyz,BR
kno,BR
cpy,BO
kkq,BR
pnx,BR
kqq,BR
