pk,jsondata,id,name,description,markup_description,parameter_pk,number,abbr,version
326,"{""icon"": ""cff6600""}",66A-2,"Present, 2-3 remoteness distinctions",Past/non-past distinction marked; 2-3 degrees of remoteness distinguished,,66,2,,1
327,"{""icon"": ""cdd0000""}",66A-3,"Present, 4 or more remoteness distinctions",Past/non-past distinction marked; at least 4 degrees of remoteness distinguished,,66,3,,1
328,"{""icon"": ""cffffff""}",66A-4,No past tense,No grammatical marking of past/non-past distinction,,66,4,,1
329,"{""icon"": ""cdd0000""}",67A-1,Inflectional future exists,Inflectional marking of future/non-future distinction,,67,1,,1
330,"{""icon"": ""cffffff""}",67A-2,No inflectional future,No inflectional marking of future/non-future distinction,,67,2,,1
331,"{""icon"": ""c0000dd""}",68A-1,From possessive,Perfect of the 'have'-type (derived from a possessive construction),,68,1,,1
332,"{""icon"": ""cdd0000""}",68A-2,"From 'finish', 'already'",Perfect derived from word meaning 'finish' or 'already',,68,2,,1
333,"{""icon"": ""cffff00""}",68A-3,Other perfect,Other perfect,,68,3,,1
334,"{""icon"": ""cffffff""}",68A-4,No perfect,No perfect,,68,4,,1
337,"{""icon"": ""cffff00""}",69A-3,Tense-aspect tone,Tense-aspect tone,,69,3,,1
340,"{""icon"": ""c990099""}",70A-1,Second singular and second plural,The language has morphologically dedicated second singular as well as second plural imperatives,,70,1,,1
342,"{""icon"": ""cdd0000""}",70A-3,Second plural,The language has morphologically dedicated second plural imperatives but no morphologically dedicated second singular imperatives,,70,3,,1
343,"{""icon"": ""cffff00""}",70A-4,Second person number-neutral,The language has morphologically dedicated second person imperatives that do not distinguish between singular and plural,,70,4,,1
344,"{""icon"": ""cffffff""}",70A-5,No second-person imperatives,The language has no morphologically dedicated second-person imperatives at all,,70,5,,1
345,"{""icon"": ""cdd0000""}",71A-1,Normal imperative + normal negative,The prohibitive uses the verbal construction of the second singular imperative and a sentential negative strategy found in (indicative) declaratives,,71,1,,1
319,"{""icon"": ""cffff00""}",63A-2,'And' identical to 'with',WITH-languages: 'and' and 'with' are identical,,63,2,,2
341,"{""icon"": ""c0000dd""}",70A-2,Second singular,The language has morphologically dedicated second singular imperatives but no morphologically dedicated second plural imperatives,,70,2,,2
347,"{""icon"": ""ddd0000""}",71A-3,Special imperative + normal negative,The prohibitive uses a verbal construction other than the second singular imperative and a sentential negative strategy found in (indicative) declaratives,,71,3,,1
348,"{""icon"": ""d0000dd""}",71A-4,Special imperative + special negative,The prohibitive uses a verbal construction other than the second singular imperative and a sentential negative strategy not found in (indicative) declaratives,,71,4,,1
350,"{""icon"": ""cdd0000""}",72A-2,Minimal system,"The language has a minimal system, but not a maximal one",,72,2,,1
351,"{""icon"": ""c990099""}",72A-3,Both types of system,The language has both a maximal and a minimal system,,72,3,,1
352,"{""icon"": ""cffffff""}",72A-4,Neither type of system,The language has neither a maximal nor a minimal system,,72,4,,1
353,"{""icon"": ""cdd0000""}",73A-1,Inflectional optative present,Inflectional optative present,,73,1,,1
354,"{""icon"": ""cffffff""}",73A-2,Inflectional optative absent,Inflectional optative absent,,73,2,,1
356,"{""icon"": ""c0000dd""}",74A-2,Verbal constructions,"The language cannot express situational possibility with affixes on verbs, but with verbal constructions",,74,2,,1
357,"{""icon"": ""cffff00""}",74A-3,Other kinds of markers,"The language cannot express situational possibility with affixes on verbs or with verbal constructions, but with other kinds of markers",,74,3,,1
572,"{""icon"": ""cdd0000""}",122A-3,Pronoun-retention,Pronoun-retention,,122,3,,1
358,"{""icon"": ""c0000dd""}",75A-1,Verbal constructions,The language can express epistemic possibility with verbal constructions,,75,1,,1
359,"{""icon"": ""c0000dd""}",123A-4,Gap,Gap Strategy,,123,4,,1
361,"{""icon"": ""cffff00""}",75A-3,Other,"The language cannot express epistemic possibility with verbal constructions or with affixes on verbs, but with other kinds of markers",,75,3,,1
362,"{""icon"": ""cdd0000""}",76A-1,Overlap for both possibility and necessity,"The language has markers that can code both situational and epistemic modality, both for possibility and necessity",,76,1,,1
364,"{""icon"": ""cffffff""}",76A-3,No overlap,The language has no markers that can code both situational and epistemic modality,,76,3,,1
365,"{""icon"": ""cffffff""}",77A-1,No grammatical evidentials,No grammatical evidentials,,77,1,,1
366,"{""icon"": ""cff66ff""}",77A-2,Indirect only,Only indirect evidentials,,77,2,,1
367,"{""icon"": ""cdd0000""}",77A-3,Direct and indirect,Both direct and indirect evidentials,,77,3,,1
368,"{""icon"": ""cffffff""}",78A-1,No grammatical evidentials,No grammatical evidentials,,78,1,,1
369,"{""icon"": ""cff66ff""}",78A-2,Verbal affix or clitic,Verbal affix or clitic,,78,2,,1
370,"{""icon"": ""cdd0000""}",78A-3,Part of the tense system,Part of the tense system,,78,3,,1
371,"{""icon"": ""c0000dd""}",78A-4,Separate particle,Separate particle,,78,4,,1
372,"{""icon"": ""cffff00""}",78A-5,Modal morpheme,Modal morpheme,,78,5,,1
373,"{""icon"": ""ccccccc""}",78A-6,Mixed,Mixed systems,,78,6,,1
374,"{""icon"": ""c0000dd""}",79A-1,Tense,Suppletion according to tense,,79,1,,1
375,"{""icon"": ""cdd0000""}",79A-2,Aspect,Suppletion according to aspect,,79,2,,1
376,"{""icon"": ""c990099""}",79A-3,Tense and aspect,Suppletion in both tense and aspect,,79,3,,1
377,"{""icon"": ""cffffff""}",79A-4,None,No suppletion in tense or aspect,,79,4,,1
378,"{""icon"": ""cffffff""}",80A-1,None,No singular-(dual)-plural pairs/triples,,80,1,,1
379,"{""icon"": ""c0000dd""}",80A-2,"Singular-plural pairs, no suppletion","Singular-plural pairs, no suppletion",,80,2,,1
380,"{""icon"": ""cdd0000""}",80A-3,"Singular-plural pairs, suppletion","Singular-plural pairs, suppletion",,80,3,,1
381,"{""icon"": ""d0000dd""}",80A-4,"Singular-dual-plural triples, no suppletion","Singular-dual-plural triples, no suppletion",,80,4,,1
382,"{""icon"": ""ddd0000""}",80A-5,"Singular-dual-plural triples, suppletion","Singular-dual-plural triples, suppletion",,80,5,,1
387,"{""icon"": ""ddd0000""}",81A-5,OVS,Object-verb-subject (OVS),,81,5,,1
349,"{""icon"": ""c0000dd""}",72A-1,Maximal system,"The language has a maximal system, but not a minimal one",,72,1,,2
355,"{""icon"": ""cdd0000""}",74A-1,Affixes on verbs,The language can express situational possibility with affixes on verbs,,74,1,,2
360,"{""icon"": ""cdd0000""}",75A-2,Affixes on verbs,"The language cannot express epistemic possibility with verbal constructions, but with affixes on verbs",,75,2,,2
363,"{""icon"": ""cff66ff""}",76A-2,Overlap for either possibility or necessity,"The language has markers that can code both situational and epistemic modality, but only for possibility or for necessity",,76,2,,2
393,"{""icon"": ""c0000dd""}",83A-1,OV,Object precedes verb (OV),,83,1,,1
397,"{""icon"": ""cff66ff""}",84A-2,XVO,Oblique-verb-object (XVO),,84,2,,1
398,"{""icon"": ""c0000dd""}",84A-3,XOV,Oblique-object-verb (XOV),,84,3,,1
399,"{""icon"": ""d0000dd""}",84A-4,OXV,Object-oblique-verb (OXV),,84,4,,1
400,"{""icon"": ""c9999ff""}",84A-5,OVX,Object-verb-oblique (OVX),,84,5,,1
406,"{""icon"": ""cffffff""}",85A-5,No adpositions,No adpositions,,85,5,,1
417,"{""icon"": ""cffffff""}",89A-4,Numeral only modifies verb,Numeral only modifies verb,,89,4,,1
421,"{""icon"": ""cffff00""}",90A-4,Correlative,Correlative relative clause,,90,4,,1
422,"{""icon"": ""cff6600""}",90A-5,Adjoined,Adjoined relative clause,,90,5,,1
423,"{""icon"": ""caa0000""}",90A-6,Doubly headed,Double-headed relative clause,,90,6,,1
425,"{""icon"": ""cffff00""}",91A-1,Degree word-Adjective,Degree word precedes adjective (DegAdj),,91,1,,1
426,"{""icon"": ""c990099""}",91A-2,Adjective-Degree word,Degree word follows adjective (AdjDeg),,91,2,,1
434,"{""icon"": ""cffffff""}",123A-5,Not possible,Not possible,,123,5,,1
440,"{""icon"": ""cffff00""}",94A-3,Internal subordinator word,Clause-internal adverbial subordinators,,94,3,,1
427,"{""icon"": ""ccccccc""}",91A-3,No dominant order,Both orders occur with neither order dominant,,91,3,,2
436,"{""icon"": ""c0000dd""}",93A-2,Not initial interrogative phrase,Interrogative phrases not obligatorily initial,,93,2,,2
442,"{""icon"": ""ccccccc""}",94A-5,Mixed,More than one type of adverbial subordinators with none dominant,,94,5,,1
444,"{""icon"": ""c9999ff""}",95A-2,OV and Prepositions,Object-verb and prepositional (OV&Prep),,95,2,,1
450,"{""icon"": ""cdd0000""}",96A-3,VO and RelN,Verb-object and relative clause-noun (VO&RelN),,96,3,,1
458,"{""icon"": ""ccccccc""}",98A-1,Neutral,Neutral,,98,1,,1
573,"{""icon"": ""c0000dd""}",122A-4,Gap,Gap,,122,4,,1
459,"{""icon"": ""c0000dd""}",98A-2,Nominative - accusative (standard),Nominative - accusative (standard),,98,2,,1
460,"{""icon"": ""d0000dd""}",98A-3,Nominative - accusative (marked nominative),Nominative - accusative (marked nominative),,98,3,,1
461,"{""icon"": ""cdd0000""}",98A-4,Ergative - absolutive,Ergative - absolutive,,98,4,,1
462,"{""icon"": ""c990099""}",98A-5,Tripartite,Tripartite,,98,5,,1
463,"{""icon"": ""cffff00""}",98A-6,Active-inactive,Active - inactive,,98,6,,1
464,"{""icon"": ""ccccccc""}",99A-1,Neutral,Neutral,,99,1,,1
465,"{""icon"": ""c0000dd""}",99A-2,Nominative - accusative (standard),Nominative - accusative (standard),,99,2,,1
466,"{""icon"": ""d0000dd""}",99A-3,Nominative - accusative (marked nominative),Nominative - accusative (marked nominative),,99,3,,1
467,"{""icon"": ""cdd0000""}",99A-4,Ergative - absolutive,Ergative - absolutive,,99,4,,1
468,"{""icon"": ""c990099""}",99A-5,Tripartite,Tripartite,,99,5,,1
469,"{""icon"": ""cffff00""}",99A-6,Active - inactive,Active - inactive,,99,6,,1
470,"{""icon"": ""cffffff""}",99A-7,None,None,,99,7,,1
471,"{""icon"": ""ccccccc""}",100A-1,Neutral,Neutral alignment (no verbal person marking),,100,1,,1
473,"{""icon"": ""cdd0000""}",100A-3,Ergative,Ergative alignment,,100,3,,1
474,"{""icon"": ""cffff00""}",100A-4,Active,Active alignment,,100,4,,1
475,"{""icon"": ""c000000""}",100A-5,Hierarchical,Hierarchical alignment,,100,5,,1
476,"{""icon"": ""c990099""}",100A-6,Split,Split alignment,,100,6,,1
478,"{""icon"": ""c0000dd""}",101A-2,Subject affixes on verb,Pronominal subjects are expressed by affixes on verbs,,101,2,,1
481,"{""icon"": ""cff66ff""}",101A-5,Optional pronouns in subject position,"Pronominal subjects are expressed only by pronouns in subject position, but these pronouns are often left out",,101,5,,1
482,"{""icon"": ""ccccccc""}",101A-6,Mixed,More than one of the above types with none dominant,,101,6,,1
483,"{""icon"": ""cffffff""}",102A-1,No person marking,No person marking of any argument,,102,1,,1
484,"{""icon"": ""cdd0000""}",102A-2,Only the A argument,Person marking of only the A argument,,102,2,,1
485,"{""icon"": ""c0000dd""}",102A-3,Only the P argument,Person marking of only the P argument,,102,3,,1
486,"{""icon"": ""c990099""}",102A-4,A or P argument,Person marking of the A or P argument,,102,4,,1
488,"{""icon"": ""cffffff""}",103A-1,No person marking,No person marking of the S,,103,1,,1
698,"{""icon"": ""c0000dd""}",144N-4,SONeg[V-Neg],SONeg[V-Neg],,149,4,,1
472,"{""icon"": ""c0000dd""}",100A-2,Accusative,Accusative alignment,,100,2,,2
477,"{""icon"": ""cdd0000""}",101A-1,Obligatory pronouns in subject position,Pronominal subjects are expressed by pronouns in subject position that are normally if not obligatorily present,,101,1,,2
487,"{""icon"": ""cffff00""}",102A-5,Both the A and P arguments,Person marking of both the A and P arguments,,102,5,,2
489,"{""icon"": ""ccccccc""}",103A-2,No zero realization,No zero realization of third person S forms,,103,2,,2
490,"{""icon"": ""cff66ff""}",103A-3,Zero in some 3sg forms,Zero realization of some third person singular forms,,103,3,,1
491,"{""icon"": ""cdd0000""}",103A-4,Zero in all 3sg forms,Zero realization of all third person singular S forms,,103,4,,1
492,"{""icon"": ""c0000dd""}",103A-5,Zero in all 3rd person forms,Zero realization of all third person forms/No third person S forms,,103,5,,1
493,"{""icon"": ""cffff00""}",103A-6,Zero only in 3rd nonsingular,Zero realization only of third person non-singular,,103,6,,1
494,"{""icon"": ""cffffff""}",104A-1,A and P do not or do not both occur on the verb,A and P do not or do not both occur on the verb,,104,1,,1
495,"{""icon"": ""cdd0000""}",104A-2,A precedes P,A precedes P,,104,2,,1
497,"{""icon"": ""cffff00""}",104A-4,Both orders of A and P occur,Both orders of A and P occur,,104,4,,1
498,"{""icon"": ""c990099""}",104A-5,A and P are fused,A and P are fused,,104,5,,1
499,"{""icon"": ""cdd0000""}",105A-1,Indirect-object construction,Indirect-object construction,,105,1,,1
503,"{""icon"": ""cffffff""}",106A-1,No reciprocals,There are no non-iconic reciprocal constructions.,,106,1,,1
504,"{""icon"": ""cdd0000""}",106A-2,Distinct from reflexive,All reciprocal constructions are formally distinct from reflexive constructions.,,106,2,,1
505,"{""icon"": ""cff6600""}",106A-3,Mixed,There are both reflexive and non-reflexive reciprocal constructions.,,106,3,,1
506,"{""icon"": ""cffff00""}",106A-4,Identical to reflexive,The reciprocal and reflexive constructions are formally identical.,,106,4,,1
508,"{""icon"": ""cffffff""}",107A-2,Absent,There is no passive construction,,107,2,,1
509,"{""icon"": ""c0000dd""}",108A-1,Implicit patient,Antipassive with patient-like argument left implicit,,108,1,,1
510,"{""icon"": ""cdd0000""}",108A-2,Oblique patient,Antipassive with patient-like argument expressed as oblique complement,,108,2,,1
511,"{""icon"": ""cffffff""}",108A-3,No antipassive,No antipassive,,108,3,,1
512,"{""icon"": ""cdd0000""}",109A-1,Benefactive object; both bases,Benefactive object only; both bases,,109,1,,1
849,"{""icon"": ""c66ff33""}",144G-6,SVNegO(Neg),SVNegO(Neg),,161,6,,1
513,"{""icon"": ""ddd0000""}",109A-2,Benefactive object; only transitive,Benefactive object only; transitive base only,,109,2,,1
514,"{""icon"": ""c990099""}",109A-3,Benefactive and other; both bases,Benefactive and other; both bases,,109,3,,1
515,"{""icon"": ""d990099""}",109A-4,Benefactive and other; only transitive,Benefactive and other; transitive base only,,109,4,,1
516,"{""icon"": ""c0000dd""}",109A-5,Non-benefactive object; both bases,Non-benefactive object only; both bases,,109,5,,1
517,"{""icon"": ""d0000dd""}",109A-6,Non-benefactive object; only transitive,Non-benefactive object only; transitive base only,,109,6,,1
518,"{""icon"": ""s0000dd""}",109A-7,Non-benefactive object; only intransitive,Non-benefactive object only; intransitive base only,,109,7,,1
519,"{""icon"": ""cffffff""}",109A-8,No applicative construction,No applicative construction,,109,8,,1
520,"{""icon"": ""cdd0000""}",110A-1,Sequential but no purposive,Sequential type but no purposive type,,110,1,,1
521,"{""icon"": ""c0000dd""}",110A-2,Purposive but no sequential,Purposive type but no sequential type,,110,2,,1
522,"{""icon"": ""c990099""}",110A-3,Both,Both sequential type and purposive type,,110,3,,1
523,"{""icon"": ""cffffff""}",111A-1,Neither,No morphological type or compound type,,111,1,,1
524,"{""icon"": ""cdd0000""}",111A-2,Morphological but no compound,Morphological type but no compound type,,111,2,,1
525,"{""icon"": ""c0000dd""}",111A-3,Compound but no morphological,Compound type but no morphological type,,111,3,,1
526,"{""icon"": ""c990099""}",111A-4,Both,Both morphological type and compound type,,111,4,,1
533,"{""icon"": ""cffffff""}",113A-1,Symmetric,Symmetric standard negation only: Type Sym,,113,1,,1
534,"{""icon"": ""cdd0000""}",113A-2,Asymmetric,Asymmetric standard negation only: Type Asy,,113,2,,1
535,"{""icon"": ""cff66ff""}",113A-3,Both,Symmetric and asymmetric standard negation: Type SymAsy,,113,3,,1
536,"{""icon"": ""cdd0000""}",114A-1,A/Fin,In finiteness: Subtype A/Fin,,114,1,,1
537,"{""icon"": ""dffff00""}",114A-2,A/NonReal,In reality status: Subtype A/NonReal,,114,2,,1
496,"{""icon"": ""c0000dd""}",104A-3,P precedes A,P precedes A,,104,3,,2
507,"{""icon"": ""cdd0000""}",107A-1,Present,There is a passive construction,,107,1,,2
538,"{""icon"": ""c0000dd""}",114A-3,A/Cat,In other grammatical categories: Subtype A/Cat,,114,3,,1
539,"{""icon"": ""ddd0000""}",114A-4,A/Fin and A/NonReal,In finiteness and reality status: Subtypes A/Fin and A/NonReal,,114,4,,1
540,"{""icon"": ""c990099""}",114A-5,A/Fin and A/Cat,In finiteness and other grammatical categories: Subtypes A/Fin and A/Cat,,114,5,,1
541,"{""icon"": ""d0000dd""}",114A-6,A/NonReal and A/Cat,In reality status and other grammatical categories: Subtypes A/NonReal and A/Cat,,114,6,,1
542,"{""icon"": ""cffffff""}",114A-7,Non-assignable,Non-assignable (no asymmetry found),,114,7,,1
543,"{""icon"": ""c0000dd""}",115A-1,Predicate negation also present,Negative indefinites co-occur with predicate negation,,115,1,,1
544,"{""icon"": ""cdd0000""}",115A-2,No predicate negation,Negative indefinites preclude predicate negation,,115,2,,1
545,"{""icon"": ""ccccccc""}",115A-3,Mixed behaviour,Negative indefinites show mixed behaviour,,115,3,,1
546,"{""icon"": ""cffff00""}",115A-4,Negative existential construction,Negative existential construction,,115,4,,1
550,"{""icon"": ""cffff00""}",116A-4,Interrogative word order,Interrogative word order,,116,4,,1
551,"{""icon"": ""ddd0000""}",116A-5,Absence of declarative morphemes,Absence of declarative morphemes,,116,5,,1
553,"{""icon"": ""cffffff""}",116A-7,No interrogative-declarative distinction,No interrogative-declarative distinction,,116,7,,1
554,"{""icon"": ""c0000dd""}",117A-1,Locational,Locational Possessive,,117,1,,1
555,"{""icon"": ""cdd0000""}",117A-2,Genitive,Genitive Possessive,,117,2,,1
556,"{""icon"": ""cff66ff""}",117A-3,Topic,Topic Possessive,,117,3,,1
558,"{""icon"": ""c000000""}",117A-5,'Have',Have-Possessive,,117,5,,1
559,"{""icon"": ""cdd0000""}",118A-1,Verbal encoding,Predicative adjectives have verbal encoding,,118,1,,1
560,"{""icon"": ""c0000dd""}",118A-2,Nonverbal encoding,Predicative adjectives have nonverbal encoding,,118,2,,1
561,"{""icon"": ""ccccccc""}",118A-3,Mixed,Predicative adjectives have mixed encoding,,118,3,,1
562,"{""icon"": ""cdd0000""}",119A-1,Different,Split (i.e. different) encoding of nominal and locational predication,,119,1,,1
563,"{""icon"": ""cffff00""}",119A-2,Identical,Shared (i.e. identical) encoding of nominal and locational predication,,119,2,,1
564,"{""icon"": ""cdd0000""}",120A-1,Impossible,Zero copula is impossible,,120,1,,1
565,"{""icon"": ""ccccccc""}",120A-2,Possible,Zero copula is possible,,120,2,,1
567,"{""icon"": ""cdd0000""}",121A-2,Exceed,Exceed Comparative,,121,2,,1
568,"{""icon"": ""ccccccc""}",121A-3,Conjoined,Conjoined Comparative,,121,3,,1
569,"{""icon"": ""c0000dd""}",121A-4,Particle,Particle Comparative,,121,4,,1
570,"{""icon"": ""cffff00""}",122A-1,Relative pronoun,Relative pronoun,,122,1,,1
571,"{""icon"": ""c000000""}",122A-2,Non-reduction,Non-reduction,,122,2,,1
574,"{""icon"": ""cffff00""}",123A-1,Relative pronoun,Relative Pronoun Strategy,,123,1,,1
575,"{""icon"": ""c000000""}",123A-2,Non-reduction,Non-Reduction Strategy,,123,2,,1
576,"{""icon"": ""c0000dd""}",124A-1,Subject is left implicit,The complement subject is left implicit,,124,1,,1
577,"{""icon"": ""cdd0000""}",124A-2,Subject is expressed overtly,The complement subject is expressed overtly,,124,2,,1
578,"{""icon"": ""c990099""}",124A-3,Both construction types exist,Both construction types exist,,124,3,,1
579,"{""icon"": ""cffff00""}",124A-4,Desiderative verbal affix,'Want' is expressed as a desiderative verbal affix,,124,4,,1
580,"{""icon"": ""dffff00""}",124A-5,Desiderative particle,'Want' is expressed as an uninflected desiderative particle,,124,5,,1
581,"{""icon"": ""c0000dd""}",125A-1,Balanced,Balanced,,125,1,,1
584,"{""icon"": ""c0000dd""}",126A-1,Balanced,Balanced,,126,1,,1
586,"{""icon"": ""cdd0000""}",126A-3,Deranked,Deranked,,126,3,,1
589,"{""icon"": ""cdd0000""}",127A-3,Deranked,Deranked,,127,3,,1
557,"{""icon"": ""cffff00""}",117A-4,Conjunctional,Conjunctional Possessive,,117,4,,2
566,"{""icon"": ""cffff00""}",121A-1,Locational,Locational Comparative,,121,1,,2
582,"{""icon"": ""ccccccc""}",125A-2,Balanced/deranked,Balanced/deranked,,125,2,,2
583,"{""icon"": ""cdd0000""}",125A-3,Deranked,Deranked,,125,3,,2
591,"{""icon"": ""ccccccc""}",128A-2,Balanced/deranked,Balanced/deranked,,128,2,,1
592,"{""icon"": ""cdd0000""}",128A-3,Deranked,Deranked,,128,3,,1
593,"{""icon"": ""cffff00""}",129A-1,Identical,Identity: a single word denotes both 'hand' and 'arm',,129,1,,1
594,"{""icon"": ""cdd0000""}",129A-2,Different,"Differentiation: one word denotes 'hand' and another, different word denotes 'arm'",,129,2,,1
595,"{""icon"": ""cffff00""}",130A-1,Identical,Identity: a single word denotes both 'hand' and 'finger' and/or 'fingers',,130,1,,1
596,"{""icon"": ""cdd0000""}",130A-2,Different,"Differentiation: one word denotes 'hand' and another, different word denotes 'finger' (or, very rarely, 'fingers')",,130,2,,1
598,"{""icon"": ""cff66ff""}",131A-2,Hybrid vigesimal-decimal,Hybrid vigesimal-decimal,,131,2,,1
599,"{""icon"": ""cdd0000""}",131A-3,Pure vigesimal,Pure vigesimal,,131,3,,1
600,"{""icon"": ""ccccccc""}",131A-4,Other base,Other base,,131,4,,1
601,"{""icon"": ""cffff00""}",131A-5,Extended body-part system,Extended body-part system,,131,5,,1
602,"{""icon"": ""cffffff""}",131A-6,Restricted,Restricted,,131,6,,1
603,"{""icon"": ""cffffff""}",132A-1,3,3 categories,,132,1,,1
604,"{""icon"": ""cffffcc""}",132A-2,3.5,Between 3 and 4 categories,,132,2,,1
605,"{""icon"": ""cffff00""}",132A-3,4,4 categories,,132,3,,1
606,"{""icon"": ""cff6600""}",132A-4,4.5,Between 4 and 5 categories,,132,4,,1
607,"{""icon"": ""cdd0000""}",132A-5,5,5 categories,,132,5,,1
608,"{""icon"": ""caa0000""}",132A-6,5.5,Between 5 and 6 categories,,132,6,,1
609,"{""icon"": ""c000000""}",132A-7,6,6 categories,,132,7,,1
610,"{""icon"": ""cffffff""}",133A-1,3-4,"3, between 3 and 4, or 4 categories",,133,1,,1
611,"{""icon"": ""cffffcc""}",133A-2,4.5-5.5,"Between 4 and 5, 5, or between 5 and 6 categories",,133,2,,1
612,"{""icon"": ""cffff00""}",133A-3,6-6.5,6 or between 6 and 7 categories,,133,3,,1
613,"{""icon"": ""cff6600""}",133A-4,7-7.5,7 or between 7 and 8 categories,,133,4,,1
614,"{""icon"": ""cdd0000""}",133A-5,8-8.5,8 or between 8 and 9 categories,,133,5,,1
615,"{""icon"": ""caa0000""}",133A-6,9-10,"9, between 9 and 10, or 10 categories",,133,6,,1
616,"{""icon"": ""c000000""}",133A-7,11,More than 10 categories,,133,7,,1
617,"{""icon"": ""cdd0000""}",134A-1,Green vs. blue,Green and blue,,134,1,,1
618,"{""icon"": ""cffff00""}",134A-2,Green/blue,Green-or-blue ('grue'),,134,2,,1
619,"{""icon"": ""dffff00""}",134A-3,Black/green/blue,Black-or-green-or-blue,,134,3,,1
620,"{""icon"": ""ddd0000""}",134A-4,Black/blue vs. green,Black-or-blue and green,,134,4,,1
621,"{""icon"": ""sffff00""}",134A-5,Yellow/green/blue,Yellow-or-green-or-blue,,134,5,,1
622,"{""icon"": ""sdd0000""}",134A-6,Yellow/green vs. blue,Yellow-or-green and blue,,134,6,,1
623,"{""icon"": ""cffffff""}",134A-7,None,Green and blue not both encoded in any basic color term,,134,7,,1
624,"{""icon"": ""cdd0000""}",135A-1,Red vs. yellow,Red and yellow,,135,1,,1
625,"{""icon"": ""cffff00""}",135A-2,Red/yellow,Red-or-yellow,,135,2,,1
626,"{""icon"": ""ddd0000""}",135A-3,Yellow/green/blue vs. red,Red and yellow-or-green-or-blue,,135,3,,1
627,"{""icon"": ""sdd0000""}",135A-4,Yellow/green vs. red,Red and yellow-or-green,,135,4,,1
628,"{""icon"": ""cffffff""}",135A-5,None,Red and yellow not both encoded in any basic color term,,135,5,,1
629,"{""icon"": ""cffffff""}",136A-1,No M-T pronouns,No M-T pronouns,,136,1,,1
631,"{""icon"": ""cff66ff""}",136A-3,"M-T pronouns, non-paradigmatic","M-T pronouns, non-paradigmatic",,136,3,,1
633,"{""icon"": ""cdd0000""}",137A-2,"N-M pronouns, paradigmatic","N-M pronouns, paradigmatic",,137,2,,1
634,"{""icon"": ""cff66ff""}",137A-3,"N-M pronouns, non-paradigmatic","N-M pronouns, non-paradigmatic",,137,3,,1
635,"{""icon"": ""cdd0000""}",138A-1,Words derived from Sinitic cha,Words derived from Sinitic cha,,138,1,,2
638,"{""icon"": ""cffffff""}",139A-1,None,No irregular negatives,,139,1,,1
639,"{""icon"": ""cffff00""}",139A-2,One,One irregular negative,,139,2,,1
640,"{""icon"": ""cff6600""}",139A-3,Some (2-5),Some irregular negatives (2-5),,139,3,,1
641,"{""icon"": ""cdd0000""}",139A-4,Many (more than 5),Many irregular negatives (more than 5),,139,4,,1
642,"{""icon"": ""cffffff""}",140A-1,None,No question particle,,140,1,,1
643,"{""icon"": ""cff66ff""}",140A-2,One,One question particle,,140,2,,1
644,"{""icon"": ""cdd0000""}",140A-3,More than one,More than one question particle,,140,3,,1
630,"{""icon"": ""cdd0000""}",136A-2,"M-T pronouns, paradigmatic","M-T pronouns, paradigmatic",,136,2,,2
632,"{""icon"": ""cffffff""}",137A-1,No N-M pronouns,No N-M pronouns,,137,1,,2
597,"{""icon"": ""c0000dd""}",131A-1,Decimal,Decimal,,131,1,,2
645,"{""icon"": ""cdd0000""}",142A-1,Logical meanings,Clicks may express logical meanings ('yes' and/or 'no'),,142,1,,1
646,"{""icon"": ""cff66ff""}",142A-2,Affective meanings,Clicks may express affective but not logical meanings,,142,2,,1
647,"{""icon"": ""cffffff""}",142A-3,Other or none,Clicks may express neither affective nor logical meanings,,142,3,,1
650,"{""icon"": ""dffff00""}",88A-3,Demonstrative prefix,Demonstrative prefix on noun,,88,3,,1
651,"{""icon"": ""d990099""}",88A-4,Demonstrative suffix,Demonstrative suffix on noun,,88,4,,1
652,"{""icon"": ""c000000""}",88A-5,Demonstrative before and after Noun,Demonstrative simultaneously before and after noun,,88,5,,1
654,"{""icon"": ""ccccccc""}",141A-1,Alphabetic,Alphabetic,,141,1,,1
655,"{""icon"": ""c0000dd""}",141A-2,Consonantal,Consonantal,,141,2,,1
656,"{""icon"": ""c990099""}",141A-3,Alphasyllabic,Alphasyllabic,,141,3,,1
657,"{""icon"": ""cdd0000""}",141A-4,Syllabic,Syllabic,,141,4,,1
658,"{""icon"": ""cffff00""}",141A-5,Logographic,Logographic,,141,5,,1
659,"{""icon"": ""caa0000""}",141A-6,Mixed logographic–syllabic,Mixed logographic–syllabic,,141,6,,1
661,"{""icon"": ""c0000dd""}",143F-2,[V-Neg],Negative suffix,,143,2,,1
662,"{""icon"": ""c990099""}",143F-3,VNeg&[V-Neg],Both postverbal negative word and negative suffix,,143,3,,1
663,"{""icon"": ""cffffff""}",143F-4,None,No postverbal negative morpheme,,143,4,,1
664,"{""icon"": ""c0000dd""}",90B-1,Relative clause-Noun (RelN) dominant,Relative clause-Noun (RelN) dominant,,144,1,,1
665,"{""icon"": ""cdd0000""}",90B-2,RelN or NRel,RelN or NRel,,144,2,,1
666,"{""icon"": ""c990099""}",90B-3,RelN or internally-headed,RelN or internally-headed,,144,3,,1
667,"{""icon"": ""cffff00""}",90B-4,RelN or correlative,RelN or correlative,,144,4,,1
668,"{""icon"": ""caa0000""}",90B-5,RelN or double-headed,RelN or double-headed,,144,5,,1
