ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Subfamily,Genus,ISO_codes
abd,Abidji,,5.666666666666667,-4.583333333333333,abid1235,abi,Niger-Congo,,Kwa,abi
akl,Aklanon,,11.583333333333334,122.33333333333333,akla1241,akl,Austronesian,Western Malayo-Polynesian,Meso-Philippine,akl
ape,Ampeeli,,-6.75,146.08333333333334,safe1240,apz,Trans-New Guinea,,Angan,apz
ago,Angolar,,0.25,6.5,ango1258,aoa,other,,Creoles and Pidgins,aoa
apc,Apache (Chiricahua),,33.25,-108,mesc1238,apm,Na-Dene,,Athapaskan,apm
abe,Arabic (Beirut),,33.91666666666667,35.5,nort3139,apc,Afro-Asiatic,,Semitic,apc
ael,Arabic (Eastern Libyan),,32,22,liby1240,ayl,Afro-Asiatic,,Semitic,ayl
arv,Arabic (Negev),,30.5,34.75,sout3123,ajp,Afro-Asiatic,,Semitic,ajp
ars,Arabic (San'ani),,16,44,sana1295,ayn,Afro-Asiatic,,Semitic,ayn
akr,Arikara,,45.5,-100.5,arik1262,ari,Caddoan,,Caddoan,ari
awd,Awadhi,,27.5,81.5,awad1243,awa,Indo-European,,Indic,awa
awi,Awin,,-5.75,141.41666666666666,aeky1238,awi,Awin-Pare,,Awin-Pare,awi
bhn,Bahinemo,,-4.583333333333333,142.83333333333334,bahi1254,bjh,Sepik,,Sepik Hill,bjh
blg,Balangao,,17.166666666666668,121.16666666666667,bala1310,blw,Austronesian,Western Malayo-Polynesian,Northern Philippines,blw
blk,Balantak,,-0.8333333333333333,123.25,bala1315,blz,Austronesian,Western Malayo-Polynesian,Sulawesi,blz
bbm,Bambam,,-3.0833333333333335,119.08333333333333,bamb1270,ptu,Austronesian,Western Malayo-Polynesian,Sulawesi,ptu
bna,Banawá,,-7,-65,bana1306,bnh,Arauan,,Arauan,bnh
bnt,Bantik,,1.4166666666666665,124.75,bant1286,bnq,Austronesian,Western Malayo-Polynesian,Sulawesi,bnq
bqi,Basque (Basaburua and Imoz),,43,-1.6666666666666665,basq1248,eus,Basque,,Basque,eus
bqb,Basque (Bidasoa Valley),,43,-3.8333333333333335,basq1248,eus,Basque,,Basque,eus
bqg,Basque (Gernica),,43.33333333333333,-3,basq1248,eus,Basque,,Basque,eus
bqh,Basque (Hondarribia),,42.5,-3,basq1248,eus,Basque,,Basque,eus
bql,Basque (Lekeitio),,43,-2.5,basq1248,eus,Basque,,Basque,eus
bqn,Basque (Northern High Navarrese),,43.33333333333333,-2.5,basq1248,eus,Basque,,Basque,eus
bqo,Basque (Oñati),,42.5,-3.5,basq1248,eus,Basque,,Basque,eus
bqr,Basque (Roncalese),,43,-2,basq1248,eus,Basque,,Basque,eus
bqs,Basque (Sakana),,42.5,-2,basq1248,eus,Basque,,Basque,eus
bso,Basque (Souletin),,43.5,-1.5,soul1243,bsz,Basque,,Basque,bsz
bqz,Basque (Zeberio),,42,-3,basq1248,eus,Basque,,Basque,eus
beg,Begak-Ida'an,,5.25,118.83333333333333,idaa1241,dbj,Austronesian,Western Malayo-Polynesian,Borneo,dbj
bhi,Bhili,,22,73,bhil1251,bhb,Indo-European,,Indic,bhb
bnm,Binumarien,,-6.283333333333333,146.08333333333334,binu1245,bjr,Trans-New Guinea,,Eastern Highlands,bjr
bgl,Buglere,,8.5,-81.25,bugl1243,sab,Chibchan,,Guaymi,sab
brj,Burji,,5.5,37.83333333333333,burj1242,bji,Afro-Asiatic,Cushitic,Eastern Cushitic,bji
bmr,Burum,,-6.5,147.33333333333334,buru1306,bmu,Trans-New Guinea,,Finisterre-Huon,bmu
crj,Carijona,,1,-73,cari1279,cbd,Cariban,,Cariban,cbd
crq,Carrier,,53.75,-123.5,carr1249,crx,Na-Dene,,Athapaskan,crx
coi,Chortí,,14.833333333333334,-89.25,chor1273,caa,Mayan,,Mayan,caa
cum,Chumburung,,7.75,0.25,chum1261,ncu,Niger-Congo,,Kwa,ncu
cla,Clallam,,48.08333333333333,-123.75,clal1241,clm,Salishan,,Central Salish,clm
cog,Cogui,,11,-73.83333333333333,cogu1240,kog,Chibchan,,Aruak,kog
cup,Cupeño,,33.16666666666667,-116.5,cupe1243,cup,Uto-Aztecan,,Takic,cup
dbd,Dabida,,-4,38.66666666666667,tait1250,dav,Niger-Congo,Benue-Congo,Bantoid,dav
dhu,Dhurga,,-35.66666666666667,150,dhur1239,dhu,Australian,,Pama-Nyungan,dhu
dou,Doutai,,-3.3333333333333335,138.16666666666666,dout1240,tds,Lakes Plain,,Lakes Plain,tds
dug,Dullay (Gollango),,5.5,37.25,gaww1239,gwd,Afro-Asiatic,Cushitic,Eastern Cushitic,gwd
dym,Dyimini,,8.416666666666666,-4.416666666666667,djim1235,dyi,Niger-Congo,,Gur,dyi
ena,Enga,,-5.5,143.66666666666666,enga1252,enq,Trans-New Guinea,,Engan,enq
ess,Esselen,,36.25,-121.75,esse1238,esq,,,,esq
fma,Fula (Mauritanian),,16.5,-13.75,pula1263,fuc,Niger-Congo,Atlantic,Northern Atlantic,fuc
glp,Gaalpu,,-12.666666666666666,136.75,dhan1270,dhg,Australian,,Pama-Nyungan,dhg
gay,Gayo,,4.5,97.5,gayo1244,gay,Austronesian,Western Malayo-Polynesian,Sundic,gay
gor,Gorowa,,-4.5,36.5,goro1270,gow,Afro-Asiatic,Cushitic,Southern Cushitic,gow
gun,Gunu,,4.583333333333333,11.25,nugu1242,yas,Niger-Congo,Benue-Congo,Bantoid,yas
hno,Haida (Northern),,54,-132.5,nort2938,hdn,Haida,,Haida,hdn
hlb,Halbi,,21,81,halb1244,hlb,Indo-European,,Indic,hlb
hoa,Hoava,,-8.083333333333334,157.5,hoav1238,hoa,Austronesian,Eastern Malayo-Polynesian,Oceanic,hoa
hok,Hokkien,,25,118,minn1241,nan,Sino-Tibetan,,Chinese,nan
htt,Huitoto,,-1,-74,mini1256,hto,Huitotoan,,Huitoto,hto
iat,Iatmul,,-4.25,143.25,iatm1242,ian,Sepik,,Middle Sepik,ian
iql,Inuktitut (Quebec-Labrador),,62,-73,east2534,ike,Eskimo-Aleut,,Eskimo,ike
ins,Inuktitut (Salluit),,62,-76,east2534,ike,Eskimo-Aleut,,Eskimo,ike
ise,Isekiri,,5.666666666666667,5.5,isek1239,its,Niger-Congo,Benue-Congo,Defoid,its
jwr,Jarawara,,-7.5,-65.5,jaru1257,jap,Arauan,,Arauan,jap
jua,Juat,,-31,115.5,,,Australian,,Pama-Nyungan,
klp,Kalapuya,,44.5,-123,kala1400,kyl,Kalapuyan,,Kalapuyan,kyl
kak,Kamano-Kafe,,-6.25,145.66666666666666,kama1370,kbq,Trans-New Guinea,,Eastern Highlands,kbq
kmi,Kami,,-6.75,38,kami1256,kcu,Niger-Congo,Benue-Congo,Bantoid,kcu
kra,Kara (in Papua New Guinea),,-2.8333333333333335,151.11666666666667,kara1486,leu,Austronesian,Eastern Malayo-Polynesian,Oceanic,leu
krm,Karaim,,54.66666666666667,24.916666666666668,kara1464,kdr,Altaic,,Turkic,kdr
krt,Karata,,42.58333333333333,46.33333333333333,kara1474,kpt,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,kpt
ksm,Kasem,,11.25,-1.25,kase1253,xsm,Niger-Congo,,Gur,xsm
kaj,Kaure,,-3.4166666666666665,140.08333333333334,kaur1271,bpp,,,,bpp
kmt,Kemtuik,,-2.6666666666666665,140.33333333333334,kemt1242,kmt,Nimboran,,Nimboran,kmt
ktn,Ketengban,,-4.5,140.5,kete1254,xte,Trans-New Guinea,,Mek,xte
kit,Kitsai,,31.833333333333332,-96.5,kits1249,kii,Caddoan,,Caddoan,kii
kkz,Kokni,,20.75,73.5,kukn1238,kex,Indo-European,,Indic,kex
kkb,Konkomba,,10,0.08333333333333333,konk1269,xon,Niger-Congo,,Gur,xon
kko,Koranko,,9.333333333333334,-11.25,kura1250,knk,Niger-Congo,Mande,Western Mande,knk
kpo,Kposo,,7.5,0.8333333333333333,ikpo1238,kpo,Niger-Congo,,Kwa,kpo
lno,Ladino,,40,33,ladi1251,lad,Indo-European,,Romance,lad
laf,Lafofa,,10.25,31.25,lafo1243,laf,Niger-Congo,Kordofanian,Tegem,laf
lul,Lule,,-28,-64,,,,,,
mly,Malay,,3,102,mala1546,mly,Austronesian,Western Malayo-Polynesian,Sundic,mly
mmp,Mampruli,,10.333333333333334,-0.6666666666666667,mamp1244,maw,Niger-Congo,,Gur,maw
mem,Manem,,-3,140.83333333333334,mane1266,jet,Border,,Border,jet
mnj,Mantjiltjara,,-22.666666666666668,125.08333333333333,mart1256,mpj,Australian,,Pama-Nyungan,mpj
mav,Maring,,-5.5,144.66666666666666,mari1435,mbw,Trans-New Guinea,,Chimbu,mbw
mwa,Martu Wangka,,-21.5,126,mart1256,mpj,Australian,,Pama-Nyungan,mpj
mwc,Mawchi,,21.333333333333332,73.66666666666667,mawc1242,mke,Indo-European,,Indic,mke
myy,Mayi-Yapi,,-20,141,,,Australian,,Pama-Nyungan,
mbg,Mbugu,,-4.333333333333333,38.16666666666667,mbug1240,mhd,Afro-Asiatic,Cushitic,Southern Cushitic,mhd
mta,Mentuh Tapuh,,1.25,111,buka1257,sdo,Austronesian,Western Malayo-Polynesian,Borneo,sdo
mey,Menya,,-7.25,146,meny1245,mcr,Trans-New Guinea,,Angan,mcr
mdu,Mündü,,4.5,30,mund1326,muh,Niger-Congo,Adamawa-Ubangi,Ubangi,muh
naf,Nafaanra,,8,-2.5833333333333335,nafa1258,nfr,Niger-Congo,,Gur,nfr
npu,Napu,,-1.3333333333333335,120.41666666666667,napu1241,npy,Austronesian,Western Malayo-Polynesian,Sulawesi,npy
nbe,Ngombe,,3,23,ngom1268,ngc,Niger-Congo,Benue-Congo,Bantoid,ngc
npi,Nigerian Pidgin,,6.5,3.3333333333333335,nige1257,pcm,other,,Creoles and Pidgins,pcm
nin,Ningil,,-3.5,142.25,ning1273,niz,Torricelli,,Wapei-Palei,niz
nmd,Nomad,,-6.166666666666667,142.25,samo1303,smq,East Strickland,,East Strickland,smq
nkr,Nukuoro,,3.8333333333333335,154.91666666666666,nuku1260,nkr,Austronesian,Eastern Malayo-Polynesian,Oceanic,nkr
nbo,Nyambo,,-1,31.333333333333332,nyam1277,now,Niger-Congo,Benue-Congo,Bantoid,now
obk,Obokuitai,,-3,138,obok1239,afz,Lakes Plain,,Lakes Plain,afz
ojm,Ojibwe (Minnesota),,47.66666666666667,-92.5,chip1241,ciw,Algic,,Algonquian,ciw
olm,Oloh Mangtangai,,-0.8333333333333333,113,ngaj1237,nij,Austronesian,Western Malayo-Polynesian,Borneo,nij
orb,Oromo (Boraana),,4.5,38.5,bora1271,gax,Afro-Asiatic,Cushitic,Eastern Cushitic,gax
ptp,Patpatar,,-3.7666666666666666,152.5,patp1243,gfk,Austronesian,Eastern Malayo-Polynesian,Oceanic,gfk
pem,Pemon,,5.333333333333333,-62,pemo1248,aoc,Cariban,,Cariban,aoc
pdp,Podopa,,-7,144.5,folo1238,ppo,Teberan-Pawaian,,Teberan,ppo
pkm,Pokomchí,,15.416666666666666,-90.5,,,Mayan,,Mayan,pob poh
qec,Quechua (Ecuadorean),,-1,-79,chim1302,qug,Quechuan,,Quechuan,qug
ria,Riantana,,-7.5,138.5,rian1263,ran,Kolopom,,Kolopom,ran
rav,Romani (Ajia Varvara),,38,23.583333333333332,balk1252,rmn,Indo-European,,Indic,rmn
rnd,Rundi,,-3.5,30,rund1242,run,Niger-Congo,Benue-Congo,Bantoid,run
ski,Saami (Kildin),,67,37,kild1236,sjd,Uralic,Finno-Ugric,Finnic,sjd
slr,Salar,,35,103,sala1264,slr,Altaic,,Turkic,slr
say,Sayultec,,17.833333333333332,-95,sayu1241,pos,Mixe-Zoque,,Mixe-Zoque,pos
sru,Selaru,,-8.2,131,sela1259,slu,Austronesian,,Central Malayo-Polynesian,slu
sly,Selayar,,-6,120.5,sela1260,sly,Austronesian,Western Malayo-Polynesian,Sulawesi,sly
sey,Seychelles Creole,,-4.75,55.5,sese1246,crs,other,,Creoles and Pidgins,crs
ssh,Shinassha,,10.416666666666666,36.16666666666667,boro1277,bwo,Afro-Asiatic,Omotic,North Omotic,bwo
skr,Sikaritai,,-2.9166666666666665,138.25,sika1263,tty,Lakes Plain,,Lakes Plain,tty
ssa,Sisaala,,10.833333333333334,-2.6666666666666665,west2465,ssl,Niger-Congo,,Gur,ssl
sto,Stoney,,53.75,-116.5,ston1242,sto,Siouan,,Siouan,sto
sva,Svan,,43,42.5,svan1243,sva,Kartvelian,,Kartvelian,sva
tbr,Tabaru,,1.5,127.25,taba1263,tby,West Papuan,,North Halmaheran,tby
tns,Tanna (Southwest),,-19.566666666666666,169.33333333333334,sout2869,nwi,Austronesian,Eastern Malayo-Polynesian,Oceanic,nwi
tgw,Tarangan (West),,-6.5,134.16666666666666,west2538,txn,Austronesian,,Central Malayo-Polynesian,txn
trt,Ternate,,0.8333333333333333,127.25,tern1247,tft,West Papuan,,North Halmaheran,tft
tis,Tibetan (Shigatse),,29,89,tibe1272,bod,Sino-Tibetan,Tibeto-Burman,Bodic,bod
tif,Tifal,,-5,141.33333333333334,tifa1245,tif,Trans-New Guinea,,Ok,tif
til,Tillamook,,45.33333333333333,-123.75,till1254,til,Salishan,,Tillamook,til
unm,Unami,,40,-75.16666666666667,unam1242,unm,Algic,,Algonquian,unm
vas,Vasavi,,24.5,71.5,vasa1239,vas,Indo-European,,Indic,vas
wlw,Warluwara,,-22,138.5,warl1256,wrb,Australian,,Pama-Nyungan,wrb
wrp,Waropen,,-2.3333333333333335,136.58333333333334,waro1242,wrp,Austronesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,wrp
wur,Waurá,,-13,-53,waur1244,wau,Arawakan,,Arawakan,wau
wer,Weri,,-7.75,146.91666666666666,weri1253,wer,Trans-New Guinea,,Goilalan,wer
wet,Wetan,,-8.166666666666666,128,luan1263,lex,Austronesian,,Central Malayo-Polynesian,lex
wob,Wobe,,7.416666666666667,-7.333333333333333,weno1238,wob,Niger-Congo,,Kru,wob
wog,Wogamusin,,-4.25,142.33333333333334,woga1249,wog,Sepik,,Upper Sepik,wog
wwr,Woiwurrung,,-37.5,145.5,,,Australian,,Pama-Nyungan,
ykn,Yakan,,6.5,122,yaka1277,yka,Austronesian,Western Malayo-Polynesian,Sama-Bajaw,yka
yzv,Yazva,,65,55,komi1268,kpv,Uralic,Finno-Ugric,Finnic,kpv
ykp,Yukpa,,10.166666666666666,-72.75,yukp1241,yup,Cariban,,Cariban,yup
ylb,Yulparija,,-21,124,mart1256,mpj,Australian,,Pama-Nyungan,mpj
ych,Yup'ik (Chevak),,61.5,-165.75,cent2127,esu,Eskimo-Aleut,,Eskimo,esu
yun,Yup'ik (Norton Sound),,64,-161,cent2127,esu,Eskimo-Aleut,,Eskimo,esu
ysl,Yupik (St. Lawrence Island),,63.5,-170.5,cent2128,ess,Eskimo-Aleut,,Eskimo,ess
zte,Zapotec (Texmelucan),,16.5,-97.16666666666667,texm1235,zpz,Oto-Manguean,,Zapotecan,zpz
zim,Zimakani,,-7.433333333333333,141.43333333333334,zima1244,zik,Marind,,Marind Proper,zik
agr,Aguaruna,,-5,-78,agua1253,agr,Jivaroan,,Jivaroan,agr
ano,Anong,,27.333333333333332,98.75,nung1282,nun,Sino-Tibetan,Tibeto-Burman,Nungish,nun
bdc,Berbice Dutch Creole,,5.333333333333333,-58,berb1259,brc,other,,Creoles and Pidgins,brc
bez,Bezhta,,42.08333333333333,46.16666666666667,bezh1248,kap,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,kap
boq,Bokar,,28.5,94.66666666666667,bori1243,adi,Sino-Tibetan,Tibeto-Burman,Mirish,adi
bdk,Budukh,,41.16666666666667,48.41666666666667,budu1248,bdk,Nakh-Daghestanian,Daghestanian,Lezgic,bdk
cpa,Campa Pajonal Asheninca,,-10.666666666666666,-74.25,ashe1273,cjo,Arawakan,,Arawakan,cjo
cyg,Cayuga,,42.75,-76.75,cayu1261,cay,Iroquoian,,Northern Iroquoian,cay
cvc,Chavacano,,7,122.08333333333333,chav1241,cbk,other,,Creoles and Pidgins,cbk
col,Chol,,17.75,-92.5,,,Mayan,,Mayan,cti ctu
cul,Culina,,-6,-70.5,culi1244,cul,Arauan,,Arauan,cul
dri,Dari,,35,66,dari1249,prs,Indo-European,,Iranian,prs
dob,Dobel,,-6.25,134.66666666666666,dobe1238,kvo,Austronesian,,Central Malayo-Polynesian,kvo
dun,Duna,,-5.5,142.5,duna1248,duc,Trans-New Guinea,,Duna,duc
eko,Ekoti,,-16.5,39.5,koti1238,eko,Niger-Congo,Benue-Congo,Bantoid,eko
gdb,Gutob,,19,83.66666666666667,bodo1267,gbj,Austro-Asiatic,,Munda,gbj
gog,Gogodala,,-8.083333333333334,142.83333333333334,gogo1265,ggw,Gogodala-Suki,,Gogodala,ggw
hnn,Hanunóo,,12.333333333333334,121.25,hanu1241,hnn,Austronesian,Western Malayo-Polynesian,Meso-Philippine,hnn
hwc,Hawaiian Creole,,21.5,-158,hawa1247,hwc,other,,Creoles and Pidgins,hwc
her,Herero,,-20.583333333333332,19,here1253,her,Niger-Congo,Benue-Congo,Bantoid,her
ifm,Ifumu,,-3.6666666666666665,15.333333333333334,teke1274,ifm,Niger-Congo,Benue-Congo,Bantoid,ifm
iga,Inga,,1,-77,inga1252,inb,Quechuan,,Quechuan,inb
jlu,Jur Luwo,,8,28,luwo1239,lwo,Nilo-Saharan,Eastern Sudanic,Nilotic,lwo
kwe,Kanjobal (Western),,15.833333333333334,-91.83333333333333,west2635,knj,Mayan,,Mayan,knj
knp,Kanum (Ngkâlmpw),,-8.666666666666666,140.91666666666666,ngka1235,kcd,Morehead and Upper Maro Rivers,,Morehead and Upper Maro Rivers,kcd
krq,Kerek,,62.25,175,kere1280,krk,Chukotko-Kamchatkan,,Northern Chukotko-Kamchatkan,krk
ksr,Kisar,,-8.083333333333334,127.11666666666667,kisa1266,kje,Austronesian,,Central Malayo-Polynesian,kje
koo,Kola,,-5.5,134.5,kola1285,kvv,Austronesian,,Central Malayo-Polynesian,kvv
kfc,Kriol (Fitzroy Crossing),,-18.166666666666668,125.58333333333333,,,other,,Creoles and Pidgins,
knq,Kriol (Ngukurr),,-14.833333333333334,135,krio1252,rop,other,,Creoles and Pidgins,rop
kiu,Kui (in Indonesia),,-8.433333333333334,124.55,kuii1253,kvd,Trans-New Guinea,,West Timor-Alor-Pantar,kvd
kjn,Kunjen,,-16.5,142.5,kunj1245,kjn,Australian,,Pama-Nyungan,kjn
kug,Kunming,,25,102.75,mand1415,cmn,Sino-Tibetan,,Chinese,cmn
kwr,Kwamera,,-19.583333333333332,169.41666666666666,kwam1252,tnk,Austronesian,Eastern Malayo-Polynesian,Oceanic,tnk
liv,Liv,,56.83333333333333,24,livv1244,liv,Uralic,Finno-Ugric,Finnic,liv
lnw,Lonwolwol,,-16.216666666666665,168,lonw1238,crc,Austronesian,Eastern Malayo-Polynesian,Oceanic,crc
lov,Loven,,15,106.33333333333333,lave1248,lbo,Austro-Asiatic,Mon-Khmer,Bahnaric,lbo
mlc,Malacca Creole,,2.2,102.25,mala1533,mcm,other,,Creoles and Pidgins,mcm
mnx,Manx,,54.16666666666667,-4.5,manx1243,glv,Indo-European,,Celtic,glv
mil,Milang,,28.5,95.25,bori1243,adi,Sino-Tibetan,Tibeto-Burman,Mirish,adi
mcc,Mochica,,-7.5,-79.33333333333333,,,Chimúan,,Chimúan,
mop,Mopan,,16.583333333333332,-88.66666666666667,mopa1243,mop,Mayan,,Mayan,mop
ngr,Ngarinyeri,,-36,140,narr1259,nay,Australian,,Pama-Nyungan,nay
nbh,Nubian (Hill),,12,31,ghul1238,ghl,Nilo-Saharan,Eastern Sudanic,Nubian,ghl
nyr,Nyangumarda,,-20,121,nyan1301,nna,Australian,,Pama-Nyungan,nna
oka,Okanagan,,49.5,-118.5,okan1243,oka,Salishan,,Interior Salish,oka
olu,Olutec,,17.95,-95,olut1240,plo,Mixe-Zoque,,Mixe-Zoque,plo
orc,Oroch,,50.33333333333333,137.5,oroc1248,oac,Altaic,,Tungusic,oac
owc,Oromo (West-Central),,9,37,west2721,gaz,Afro-Asiatic,Cushitic,Eastern Cushitic,gaz
pad,Padoe,,-2.3333333333333335,121.33333333333333,pado1242,pdo,Austronesian,Western Malayo-Polynesian,Sulawesi,pdo
pta,Paita,,-22.083333333333332,166.5,dumb1241,duf,Austronesian,Eastern Malayo-Polynesian,Oceanic,duf
plr,Palor,,14.833333333333334,-16.75,palo1243,fap,Niger-Congo,Atlantic,Northern Atlantic,fap
prd,Parji (Dravidian),,19.5,82.5,duru1236,pci,Dravidian,,Central Dravidian,pci
puq,Puquina,,-16.5,-68.5,,,,,,
rim,Rimi,,-5,34.66666666666667,nyat1246,rim,Niger-Congo,Benue-Congo,Bantoid,rim
swi,Sawai,,0.5,128,sawa1247,szw,Austronesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,szw
srr,Serrano,,34.5,-117,serr1255,ser,Uto-Aztecan,,Takic,ser
shy,Shira Yughur,,38,99,east2337,yuy,Altaic,,Mongolic,yuy
skm,Sukuma,,-2.8333333333333335,32,suku1261,suk,Niger-Congo,Benue-Congo,Bantoid,suk
slg,Sulung,,28.333333333333332,93.25,sulu1241,suv,Sino-Tibetan,Tibeto-Burman,Mirish,suv
sur,Sursurunga,,-4,152.76666666666668,surs1246,sgz,Austronesian,Eastern Malayo-Polynesian,Oceanic,sgz
tgp,Tanglapui,,-8.283333333333333,125.08333333333333,sawi1256,swt,Trans-New Guinea,,Kolana-Tanglapui,swt
tsm,Tasmanian,,-42.16666666666667,146.5,,,,,,
tsr,Taushiro,,-2.5,-76,taus1253,trr,,,,trr
tet,Tetela,,-4,24,tete1250,tll,Niger-Congo,Benue-Congo,Bantoid,tll
tsn,Tsonga,,-24,32,tson1249,tso,Niger-Congo,Benue-Congo,Bantoid,tso
tsw,Tswana,,-24,26,tswa1253,tsn,Niger-Congo,Benue-Congo,Bantoid,tsn
tpr,Tupuri,,10.166666666666666,14.75,tupu1244,tui,Niger-Congo,Adamawa-Ubangi,Adamawa,tui
tye,Tyeraity,,-13,130.33333333333334,tyar1236,woa,Australian,Daly,Northern Daly,woa
uku,Upper Kuskokwim,,63,-157,uppe1438,kuu,Na-Dene,,Athapaskan,kuu
yli,Yali,,-4,139.33333333333334,angg1239,yli,Trans-New Guinea,,Dani,yli
ymd,Yamdena,,-7.5,131.5,yamd1240,jmd,Austronesian,,Central Malayo-Polynesian,jmd
yns,Yansi,,-3.8333333333333335,18,yans1239,yns,Niger-Congo,Benue-Congo,Bantoid,yns
yaz,Yazgulyam,,38.5,71.5,yazg1240,yah,Indo-European,,Iranian,yah
zaq,Zapotec (Quiegolani),,16.166666666666668,-96.08333333333333,sant1451,zpi,Oto-Manguean,,Zapotecan,zpi
agl,Aghul,,41.75,47.66666666666667,aghu1253,agx,Nakh-Daghestanian,Daghestanian,Lezgic,agx
atq,Alutiiq,,57,-157,paci1278,ems,Eskimo-Aleut,,Eskimo,ems
apa,Arabic (Palestinian),,32,35.25,sout3123,ajp,Afro-Asiatic,,Semitic,ajp
ari,Aribwatsa,,-6.716666666666667,147,arib1241,laz,Austronesian,Eastern Malayo-Polynesian,Oceanic,laz
asu,Asuriní,,-3.5,-49.5,toca1235,asu,Tupian,,Tupi-Guaraní,asu
atm,Atacameño,,-23,-69,kunz1244,kuz,Kunza,,Kunza,kuz
bwa,Bandjalang (Waalubal),,-29.083333333333332,152.58333333333334,midd1357,bdy,Australian,,Pama-Nyungan,bdy
bgg,Banggai,,-1.4166666666666665,123.16666666666667,bang1368,bgz,Austronesian,Western Malayo-Polynesian,Sulawesi,bgz
bnw,Baniwa,,2.6666666666666665,-66.83333333333333,bani1255,bwi,Arawakan,,Arawakan,bwi
blu,Bena-Lulua,,-6,21,luba1249,lua,Niger-Congo,Benue-Congo,Bantoid,lua
bse,Berber (Ayt Seghrouchen Middle Atlas),,33.33333333333333,-4.666666666666667,cent2194,tzm,Afro-Asiatic,,Berber,tzm
bik,Biak,,-1,136,biak1248,bhw,Austronesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,bhw
big,Binga,,8,25,yulu1243,yul,Nilo-Saharan,Central Sudanic,Bongo-Bagirmi,yul
bor,Bora,,-2.1666666666666665,-72.33333333333333,bora1263,boa,Huitotoan,,Huitoto,boa
boz,Bozo (Tigemaxo),,15,-4,tiey1235,boz,Niger-Congo,Mande,Western Mande,boz
crt,Chorote,,-22.5,-62.5,,,Matacoan,,Matacoan,crq crt
cua,Cua,,15.25,108.5,cuaa1241,cua,Austro-Asiatic,Mon-Khmer,Bahnaric,cua
dak,Dakota,,45,-93.5,dako1258,dak,Siouan,,Siouan,dak
emc,Embera Chami,,5,-76,embe1262,cmi,Choco,,Choco,cmi
fio,Fiote,,-5.5,14,koon1244,kng,Niger-Congo,Benue-Congo,Bantoid,kng
fox,Fox,,43,-83,mesk1242,sac,Algic,,Algonquian,sac
grn,Gurenne,,10.833333333333334,-0.9166666666666667,fare1241,gur,Niger-Congo,,Gur,gur
hwr,Hawrami,,35.75,45.5,gura1251,hac,Indo-European,,Iranian,hac
hdi,Hdi,,11.866666666666665,13.716666666666667,hdii1240,xed,Afro-Asiatic,Chadic,Biu-Mandara,xed
hmd,Hmong Daw,,26,105,hmon1333,mww,Hmong-Mien,,Hmong-Mien,mww
iha,Iha,,-2.9166666666666665,132.25,ihaa1241,ihp,West Bomberai,,West Bomberai,ihp
jrw,Jarawa (in Andamans),,12,92.58333333333333,jara1245,anq,South Andamanese,,South Andamanese,anq
krl,Karelian,,64,32,kare1335,krl,Uralic,Finno-Ugric,Finnic,krl
ksh,Kashaya,,38.66666666666667,-123.33333333333333,kash1280,kju,Hokan,,Pomoan,kju
klk,Koh (Lakka),,8,15.5,kuoo1238,xuo,Niger-Congo,Adamawa-Ubangi,Adamawa,xuo
kuq,Kumyk,,43,47.33333333333333,kumy1244,kum,Altaic,,Turkic,kum
mmw,Mambwe,,-9.083333333333334,31.166666666666668,mamb1296,mgr,Niger-Congo,Benue-Congo,Bantoid,mgr
mzn,Mazanderani,,36.5,52,maza1291,mzn,Indo-European,,Iranian,mzn
mir,Miriwung,,-15.666666666666666,129,miri1266,mep,Australian,,Djeragan,mep
mbo,Monumbo,,-4.25,145,nucl1458,mxk,,,,mxk
mmo,Mordvin (Moksha),,54,44,moks1248,mdf,Uralic,Finno-Ugric,Finnic,mdf
nmi,Nahuatl (Mecayapan Isthmus),,18.25,-94.83333333333333,isth1242,nhx,Uto-Aztecan,,Aztecan,nhx
nvs,Nivkh (South Sakhalin),,47,142.5,gily1242,niv,Nivkh,,Nivkh,niv
nyh,Nyiha,,-10,33,nyih1240,nih,Niger-Congo,Benue-Congo,Bantoid,nih
occ,Occitan,,44,2,lang1334,lnc,Indo-European,,Romance,lnc
ojs,Ojibwa (Severn),,53,-90,seve1240,ojs,Algic,,Algonquian,ojs
pap,Papiamentu,,12.25,-69,papi1253,pap,other,,Creoles and Pidgins,pap
pil,Pileni,,-10.216666666666667,166.21666666666667,pile1238,piv,Austronesian,Eastern Malayo-Polynesian,Oceanic,piv
pin,Pintupi,,-23,129,pint1250,piu,Australian,,Pama-Nyungan,piu
pog,Pogoro,,-8.75,36.5,pogo1243,poy,Niger-Congo,Benue-Congo,Bantoid,poy
pop,Popoloca (Metzontla),,18.166666666666668,-97.5,mezo1235,pbe,Oto-Manguean,,Popolocan,pbe
que,Quechan,,32.83333333333333,-114.33333333333333,quec1382,yum,Hokan,,Yuman,yum
sou,Sorbian (Upper),,51.83333333333333,14.5,uppe1395,hsb,Indo-European,,Slavic,hsb
