ID,Language_ID,Parameter_ID,Value,Code_ID,Comment,Source,Example_ID
118A-cil,cil,118A,3,118A-3,,Willems-1943,
119A-cil,cil,119A,2,119A-2,,Willems-1943,
120A-cil,cil,120A,2,120A-2,,Willems-1943,
23A-cin,cin,23A,1,23A-1,,Applegate-1972,
24A-cin,cin,24A,1,24A-1,,Applegate-1972,
25A-cin,cin,25A,1,25A-1,,Applegate-1972,
25B-cin,cin,25B,2,25B-2,,Applegate-1972,
27A-cin,cin,27A,1,27A-1,,Applegate-1972,
55A-cin,cin,55A,1,55A-1,,Nichols-1992[299],
58A-cin,cin,58A,1,58A-1,,Applegate-1972,
58B-cin,cin,58B,1,58B-1,,Applegate-1972,
59A-cin,cin,59A,1,59A-1,,Applegate-1972,
129A-cin,cin,129A,1,129A-1,"ARM: pu ""hand, arm; branch, limb (of tree)"" HAND: pu ""hand, arm; branch, limb (of tree)""",Applegate-1992,
130A-cin,cin,130A,2,130A-2,"mimi ""finger, toe""",Applegate-1992,
136A-cin,cin,136A,1,136A-1,,Applegate-1972,
136B-cin,cin,136B,1,136B-1,,Applegate-1972,
137A-cin,cin,137A,1,137A-1,,Applegate-1972,
137B-cin,cin,137B,2,137B-2,,Applegate-1972,
23A-cjo,cjo,23A,1,23A-1,,Lastra-de-Suarez-1984,
24A-cjo,cjo,24A,1,24A-1,,Lastra-de-Suarez-1984,
25A-cjo,cjo,25A,1,25A-1,,Lastra-de-Suarez-1984,
25B-cjo,cjo,25B,2,25B-2,,Lastra-de-Suarez-1984,
55A-cjo,cjo,55A,1,55A-1,,Nichols-1992[301],
58A-cjo,cjo,58A,1,58A-1,,Lastra-de-Suarez-1984,
58B-cjo,cjo,58B,3,58B-3,,Lastra-de-Suarez-1984,
59A-cjo,cjo,59A,4,59A-4,( M = lenis nasal) 1sg 2sg námenʔ naménʔ ‘face’ suní síni ‘lip’ kútún utún ‘neck’ túmbiʔir nímbíʔir ‘tail’,Lastra-de-Suarez-1984,
77A-cjo,cjo,77A,1,77A-1,,de-Angulo-1932,
78A-cjo,cjo,78A,1,78A-1,,de-Angulo-1932,
136A-cjo,cjo,136A,1,136A-1,,Lastra-de-Suarez-1984,
136B-cjo,cjo,136B,1,136B-1,,Lastra-de-Suarez-1984,
137A-cjo,cjo,137A,1,137A-1,,Lastra-de-Suarez-1984,
137B-cjo,cjo,137B,1,137B-1,,Lastra-de-Suarez-1984,
9A-ckh,ckh,9A,1,9A-1,,White-1988[138],
26A-ckl,ckl,26A,5,26A-5,,Boas-1911b[passim],
33A-ckl,ckl,33A,2,33A-2,,Boas-1911b[605],
44A-ckl,ckl,44A,3,44A-3,,Boas-1911b[626],
48A-ckl,ckl,48A,2,48A-2,,Boas-1911b[650],
57A-ckl,ckl,57A,1,57A-1,,"Boas-1911b[580, 585]",
63A-ckl,ckl,63A,1,63A-1,,Boas-1911b,
69A-ckl,ckl,69A,4,69A-4,,"Boas-1911b[578-579, 593]",
77A-ckl,ckl,77A,1,77A-1,,Boas-1911b,
78A-ckl,ckl,78A,1,78A-1,,Boas-1911b,
81A-ckl,ckl,81A,4,81A-4,,Boas-1911b[647],
82A-ckl,ckl,82A,2,82A-2,,Boas-1911b[647],
83A-ckl,ckl,83A,2,83A-2,,Boas-1911b[647],
85A-ckl,ckl,85A,2,85A-2,,Boas-1911b[passim],
86A-ckl,ckl,86A,3,86A-3,,Boas-1911b[passim],
87A-ckl,ckl,87A,1,87A-1,,Boas-1911b[passim],
88A-ckl,ckl,88A,1,88A-1,,Boas-1911b[passim],
89A-ckl,ckl,89A,1,89A-1,,Boas-1911b[651],
93A-ckl,ckl,93A,1,93A-1,,Boas-1911b[passim],
94A-ckl,ckl,94A,1,94A-1,,Boas-1911b[passim],
95A-ckl,ckl,95A,4,95A-4,,,
97A-ckl,ckl,97A,3,97A-3,,,
107A-ckl,ckl,107A,2,107A-2,,Boas-1911b[593],
112A-ckl,ckl,112A,2,112A-2,,Boas-1911b[passim],
113A-ckl,ckl,113A,1,113A-1,,"Boas-1911b[634, passim]",
114A-ckl,ckl,114A,7,114A-7,,"Boas-1911b[634, passim]",
143A-ckl,ckl,143A,1,143A-1,,Boas-1911b[passim],
143E-ckl,ckl,143E,1,143E-1,,Boas-1911b[passim],
143F-ckl,ckl,143F,4,143F-4,,Boas-1911b[passim],
143G-ckl,ckl,143G,4,143G-4,,Boas-1911b[passim],
144A-ckl,ckl,144A,12,144A-12,,Boas-1911b[passim],
144B-ckl,ckl,144B,3,144B-3,,Boas-1911b[passim],
144T-ckl,ckl,144T,4,144T-4,,Boas-1911b[passim],
144V-ckl,ckl,144V,1,144V-1,,Boas-1911b[passim],
144W-ckl,ckl,144W,6,144W-6,,Boas-1911b[passim],
144X-ckl,ckl,144X,4,144X-4,,Boas-1911b[passim],
20A-cku,cku,20A,1,20A-1,,Dyk-1933,
21A-cku,cku,21A,5,21A-5,,Dyk-1933,
21B-cku,cku,21B,1,21B-1,,Dyk-1933,
22A-cku,cku,22A,6,22A-6,,Dyk-1933,
23A-cku,cku,23A,1,23A-1,,Dyk-1933,
24A-cku,cku,24A,1,24A-1,,Dyk-1933,
25A-cku,cku,25A,1,25A-1,,Dyk-1933,
25B-cku,cku,25B,2,25B-2,,Dyk-1933,
55A-cku,cku,55A,1,55A-1,,Nichols-1992[299],
77A-cku,cku,77A,2,77A-2,,Silverstein-1978,
78A-cku,cku,78A,2,78A-2,,Silverstein-1978,
100A-cku,cku,100A,6,100A-6,,Silverstein-1976;Boas-1911b[581],
102A-cku,cku,102A,5,102A-5,,Silverstein-1976;Boas-1911b[581],
103A-cku,cku,103A,2,103A-2,,Silverstein-1976;Boas-1911b[581],
104A-cku,cku,104A,2,104A-2,,Silverstein-1976;Boas-1911b[581],
136A-cku,cku,136A,1,136A-1,,Dyk-1933,
136B-cku,cku,136B,1,136B-1,,Dyk-1933,
137A-cku,cku,137A,2,137A-2,,Dyk-1933,
137B-cku,cku,137B,2,137B-2,,Dyk-1933,
9A-cla,cla,9A,1,9A-1,ŋ ǝ sc ǝ nʔ 'louse',Thompson-et-al-1974[187],
27A-cla,cla,27A,1,27A-1,,Thompson-and-Thompson-1971,
129A-cla,cla,129A,2,129A-2,"ARM: t'awiʔ ""arm"" HAND: cays ""hand""",Fleisher-1976,
130A-cla,cla,130A,2,130A-2,"sčxac ""finger""",Fleisher-1976,
129A-clc,clc,129A,2,129A-2,"ARM: kene ""arm"" HAND: ma ""hand""",Blake-et-al-1998b,
130A-clc,clc,130A,2,130A-2,"lirri ""finger""",Blake-et-al-1998b,
33A-cld,cld,33A,2,33A-2,,Sara-1974[55-57],
43A-cld,cld,43A,2,43A-2,"3 rd pronouns show deictic distinctions ʔo (M), ʔe (F) ‘proximate’ ʔawa (M), ʔaya (F) ‘remote’",Sara-1974[63],
57A-cld,cld,57A,2,57A-2,,Sara-1974[64],
69A-cld,cld,69A,2,69A-2,,Sara-1974[69],
70A-cld,cld,70A,1,70A-1,,Sara-1974[92-93],
72A-cld,cld,72A,4,72A-4,,"Sara-1974[67, 92-93]",
85A-cld,cld,85A,2,85A-2,,Sara-1974[87],
86A-cld,cld,86A,2,86A-2,,Sara-1974[105],
87A-cld,cld,87A,2,87A-2,,Sara-1974[101],
88A-cld,cld,88A,1,88A-1,,Sara-1974[101],
89A-cld,cld,89A,1,89A-1,,Sara-1974[101],
90A-cld,cld,90A,1,90A-1,,Sara-1974[101],
90C-cld,cld,90C,1,90C-1,,Sara-1974[101],
91A-cld,cld,91A,2,91A-2,,Sara-1974[104],
96A-cld,cld,96A,5,96A-5,,,
101A-cld,cld,101A,2,101A-2,,Sara-1974[68],
111A-cld,cld,111A,2,111A-2,,Sara-1974[75],
1A-cle,cle,1A,3,1A-3,,Rupp-1989;Rupp-1990,
2A-cle,cle,2A,2,2A-2,,Rupp-1989;Rupp-1990,
3A-cle,cle,3A,3,3A-3,,Rupp-1989;Rupp-1990,
4A-cle,cle,4A,2,4A-2,,Rupp-1989;Rupp-1990,
5A-cle,cle,5A,2,5A-2,,Rupp-1989;Rupp-1990,
6A-cle,cle,6A,1,6A-1,,Rupp-1989;Rupp-1990,
7A-cle,cle,7A,1,7A-1,,Rupp-1989;Rupp-1990,
8A-cle,cle,8A,2,8A-2,,Rupp-1989;Rupp-1990,
9A-cle,cle,9A,1,9A-1,ŋi H 'his/her face',Rupp-1989[1],
11A-cle,cle,11A,1,11A-1,,Rupp-1989;Rupp-1990,
12A-cle,cle,12A,2,12A-2,,Rupp-1989;Rupp-1990,
13A-cle,cle,13A,3,13A-3,,Rupp-1989;Rupp-1990,
14A-cle,cle,14A,1,14A-1,,Rupp-1989,
15A-cle,cle,15A,7,15A-7,,Rupp-1989,
16A-cle,cle,16A,1,16A-1,,Rupp-1989,
18A-cle,cle,18A,1,18A-1,,Rupp-1989;Rupp-1990,
19A-cle,cle,19A,1,19A-1,,Rupp-1989;Rupp-1990,
26A-cle,cle,26A,1,26A-1,,Rupp-1989[passim],
27A-cle,cle,27A,2,27A-2,,Rupp-1989;Key-1965[64],
28A-cle,cle,28A,1,28A-1,,Rupp-1989,
29A-cle,cle,29A,2,29A-2,,Rupp-1989,
30A-cle,cle,30A,2,30A-2,,Rupp-1989[20-22],
31A-cle,cle,31A,3,31A-3,,Rupp-1989[20-22],
32A-cle,cle,32A,2,32A-2,,Rupp-1989[20-22],
33A-cle,cle,33A,7,33A-7,,Rupp-1989[29],
35A-cle,cle,35A,3,35A-3,,Rupp-1989[79-80],
37A-cle,cle,37A,5,37A-5,,Rupp-1989[passim],
38A-cle,cle,38A,5,38A-5,,Rupp-1989[passim],
39A-cle,cle,39A,5,39A-5,,Rupp-1989[79],
40A-cle,cle,40A,3,40A-3,,Rupp-1989[5 ff.],
41A-cle,cle,41A,3,41A-3,"pronominal and adnominal differentiated: la M +INFL 
ʔi M nï M +INFL 
ʔi M ní M +INFL 
?i M la M nï M",Rupp-1989[73],
42A-cle,cle,42A,3,42A-3,"pronominal and adnominal differentiated: la M +INFL 
ʔi M nï M +INFL 
ʔi M ní M +INFL 
?i M la M nï M",Rupp-1989[74],
43A-cle,cle,43A,4,43A-4,ʔi-nĩ ’3 rd pronoun’ la ‘here’ nĩ ‘there’ ní ‘over there’,"Rupp-1989[73, 79-80]",
44A-cle,cle,44A,6,44A-6,,Rupp-1989[79],
47A-cle,cle,47A,1,47A-1,,Rupp-1989[82],
48A-cle,cle,48A,3,48A-3,,Rupp-1989[69-73],
49A-cle,cle,49A,1,49A-1,,Rupp-1989[passim],
50A-cle,cle,50A,1,50A-1,,Rupp-1989[passim],
51A-cle,cle,51A,9,51A-9,,Rupp-1989[passim],
52A-cle,cle,52A,1,52A-1,instrumental and comitative marker: kʸêˑyʻ1,Rupp-1989,
53A-cle,cle,53A,1,53A-1,,Rupp-1989,
57A-cle,cle,57A,3,57A-3,,Rupp-1989[68-69],
69A-cle,cle,69A,4,69A-4,,"Rupp-1989[8-11, 6-7]",
70A-cle,cle,70A,1,70A-1,,Rupp-1989[91-92],
71A-cle,cle,71A,3,71A-3,,"Rupp-1989[11, 93-94]",
72A-cle,cle,72A,2,72A-2,,Rupp-1989[91-94],
73A-cle,cle,73A,1,73A-1,,Rupp-1989[95],igt-347
74A-cle,cle,74A,2,74A-2,,"Rupp-1989[9f., 100, 114]",
77A-cle,cle,77A,1,77A-1,,Rupp-1989,
78A-cle,cle,78A,1,78A-1,,Rupp-1989,
79A-cle,cle,79A,2,79A-2,,Rupp-1989[16],igt-3409 igt-3410 igt-3411 igt-3412 igt-3413 igt-3414
79B-cle,cle,79B,5,79B-5,,,
80A-cle,cle,80A,1,80A-1,,Rupp-1989,
81A-cle,cle,81A,4,81A-4,,Rupp-1989[38-39],
82A-cle,cle,82A,2,82A-2,,Rupp-1989[38-39],
83A-cle,cle,83A,2,83A-2,,Rupp-1989[38-39],
84A-cle,cle,84A,1,84A-1,,Rupp-1989[43],
85A-cle,cle,85A,2,85A-2,,"Rupp-1989[105, 109]",
86A-cle,cle,86A,2,86A-2,,Rupp-1989[68],
87A-cle,cle,87A,2,87A-2,,"Rupp-1989[85, passim 5]",igt-3865 igt-3866
88A-cle,cle,88A,2,88A-2,,Rupp-1989[73],
89A-cle,cle,89A,1,89A-1,,Rupp-1989[64],
90A-cle,cle,90A,1,90A-1,,"Rupp-1989[72, 85]",
90C-cle,cle,90C,1,90C-1,,"Rupp-1989[72, 85]",
91A-cle,cle,91A,1,91A-1,,Rupp-1989[44],
92A-cle,cle,92A,1,92A-1,,Rupp-1989[97-98],
93A-cle,cle,93A,1,93A-1,,Rupp-1989[99],
94A-cle,cle,94A,1,94A-1,,"Rupp-1989[105-107, 50-53]",
95A-cle,cle,95A,4,95A-4,,,
96A-cle,cle,96A,4,96A-4,,,
97A-cle,cle,97A,4,97A-4,,,
98A-cle,cle,98A,1,98A-1,,"Rupp-1989[36, 39]",igt-1091 igt-1092 igt-1093 igt-1094 igt-1095
99A-cle,cle,99A,1,99A-1,,"Rupp-1989[39, 42, 80]",igt-1091 igt-1092 igt-1093 igt-1094 igt-1095
100A-cle,cle,100A,2,100A-2,,Rupp-1989[21],
101A-cle,cle,101A,2,101A-2,,Rupp-1989[passim],
102A-cle,cle,102A,2,102A-2,,"Rupp-1989[6-7, 21, 21]",
103A-cle,cle,103A,2,103A-2,,Rupp-1989[21],
104A-cle,cle,104A,1,104A-1,,"Rupp-1989[6-7, 21, 21]",
107A-cle,cle,107A,1,107A-1,,Rupp-1989[25],
111A-cle,cle,111A,2,111A-2,,Rupp-1989[28],
112A-cle,cle,112A,2,112A-2,,"Rupp-1989[11, 32]",
113A-cle,cle,113A,1,113A-1,,"Rupp-1989[11, 31-33]",
114A-cle,cle,114A,7,114A-7,,"Rupp-1989[11, 31-33]",
116A-cle,cle,116A,1,116A-1,,Rupp-1989[97-98],
122A-cle,cle,122A,4,122A-4,,Rupp-1989,
123A-cle,cle,123A,4,123A-4,,Rupp-1989,
125A-cle,cle,125A,1,125A-1,,Rupp-1989[50],
126A-cle,cle,126A,1,126A-1,,Rupp-1989[53-5],
127A-cle,cle,127A,1,127A-1,,Rupp-1989[51],
129A-cle,cle,129A,2,129A-2,"ARM: cueé² ""su brazo (del codo para arriba) ... su ala"" HAND: guaa³ ""su mano (del codo para abajo) ... pata ... rama del arbol""",Rupp-and-Rupp-1996,
130A-cle,cle,130A,2,130A-2,"xɨh¹guaa³ ""dedo""",Rupp-and-Rupp-1996,
131A-cle,cle,131A,2,131A-2,,Yasugi-1995[289],igt-883 igt-884
132A-cle,cle,132A,5,132A-5,,,
133A-cle,cle,133A,4,133A-4,,,
134A-cle,cle,134A,2,134A-2,,,
135A-cle,cle,135A,1,135A-1,,,
143A-cle,cle,143A,1,143A-1,,"Rupp-1989[11, 32]",
143E-cle,cle,143E,1,143E-1,,"Rupp-1989[11, 32]",
143F-cle,cle,143F,4,143F-4,,"Rupp-1989[11, 32]",
143G-cle,cle,143G,4,143G-4,,"Rupp-1989[11, 32]",
144A-cle,cle,144A,12,144A-12,,"Rupp-1989[11, 32]",
144B-cle,cle,144B,3,144B-3,,"Rupp-1989[11, 32]",
144T-cle,cle,144T,4,144T-4,,"Rupp-1989[11, 32]",
144V-cle,cle,144V,1,144V-1,,"Rupp-1989[11, 32]",
144W-cle,cle,144W,6,144W-6,,"Rupp-1989[11, 32]",
144X-cle,cle,144X,4,144X-4,,"Rupp-1989[11, 32]",
26A-cln,cln,26A,3,26A-3,,Alexander-Bakkerus-2005[passim];Adelaar-2004[passim],
33A-cln,cln,33A,2,33A-2,,Alexander-Bakkerus-2005[154],
51A-cln,cln,51A,1,51A-1,,Alexander-Bakkerus-2005[135],
57A-cln,cln,57A,1,57A-1,,Alexander-Bakkerus-2005[129],
69A-cln,cln,69A,2,69A-2,,Adelaar-2004[472],
81A-cln,cln,81A,1,81A-1,,Alexander-Bakkerus-2005[147],
82A-cln,cln,82A,1,82A-1,,Alexander-Bakkerus-2005[147],
83A-cln,cln,83A,1,83A-1,,Alexander-Bakkerus-2005[147],
85A-cln,cln,85A,1,85A-1,,Adelaar-2004[471],
86A-cln,cln,86A,1,86A-1,,Alexander-Bakkerus-2005[184],
87A-cln,cln,87A,1,87A-1,,Alexander-Bakkerus-2005[187],
88A-cln,cln,88A,1,88A-1,,Alexander-Bakkerus-2005[160],
89A-cln,cln,89A,1,89A-1,,Alexander-Bakkerus-2005[178],
91A-cln,cln,91A,1,91A-1,,"Alexander-Bakkerus-2005[189, 290-291]",
94A-cln,cln,94A,4,94A-4,,"Alexander-Bakkerus-2005[275ff, 335, 337]",
95A-cln,cln,95A,1,95A-1,,,
97A-cln,cln,97A,1,97A-1,,,
101A-cln,cln,101A,2,101A-2,,Alexander-Bakkerus-2005[197ff],
112A-cln,cln,112A,1,112A-1,,Alexander-Bakkerus-2005[323-324],
143A-cln,cln,143A,4,143A-4,,Alexander-Bakkerus-2005[323-324],
143E-cln,cln,143E,4,143E-4,,Alexander-Bakkerus-2005[323-324],
143F-cln,cln,143F,2,143F-2,,Alexander-Bakkerus-2005[323-324],
143G-cln,cln,143G,4,143G-4,,Alexander-Bakkerus-2005[323-324],
144A-cln,cln,144A,20,144A-20,,Alexander-Bakkerus-2005[323-324],
144L-cln,cln,144L,6,144L-6,,Alexander-Bakkerus-2005[323-324],
144P-cln,cln,144P,4,144P-4,,Alexander-Bakkerus-2005[323-324],
144Q-cln,cln,144Q,4,144Q-4,,Alexander-Bakkerus-2005[323-324],
144R-cln,cln,144R,8,144R-8,,Alexander-Bakkerus-2005[323-324],
144S-cln,cln,144S,2,144S-2,,Alexander-Bakkerus-2005[323-324],
9A-cly,cly,9A,2,9A-2,,Birjukovich-1997[492],
129A-cma,cma,129A,2,129A-2,"ARM: ŋ gáŋgura ""brazo"" HAND: háttakraʔ ""mano""",Huber-and-Reed-1992,
130A-cma,cma,130A,2,130A-2,"kókkua ""dedo""",Huber-and-Reed-1992,
129A-cmc,cmc,129A,1,129A-1,"ARM: lo't ""arm"" mapi' ""hand, fingers (dedos); given once as arm (brazo)"" HAND: mapi' ""hand, fingers (dedos); given once as arm (brazo)""",Swanton-1940,
130A-cmc,cmc,130A,1,130A-1,,Swanton-1940,
130B-cmc,cmc,130B,1,130B-1,,,
55A-cme,cme,55A,3,55A-3,,Alieva-and-Bui-Khanh-The-1999,
60A-cme,cme,60A,1,60A-1,,Alieva-and-Bui-Khanh-The-1999,
81A-cme,cme,81A,2,81A-2,,Aymonier-1889[74],
82A-cme,cme,82A,1,82A-1,,Aymonier-1889[74],
83A-cme,cme,83A,2,83A-2,,Aymonier-1889[74],
86A-cme,cme,86A,2,86A-2,,Aymonier-1889[74],
87A-cme,cme,87A,2,87A-2,,Aymonier-1889[48],
88A-cme,cme,88A,2,88A-2,,"Aymonier-1889[48, 74]",
97A-cme,cme,97A,4,97A-4,,,
138A-cme,cme,138A,1,138A-1,ce; caiy,Malherbe-and-Rosenberg-1996[713],
9A-cmh,cmh,9A,2,9A-2,,Press-1979[76],
26A-cmh,cmh,26A,2,26A-2,,Press-1979[passim],
33A-cmh,cmh,33A,2,33A-2,,Press-1979[53],
34A-cmh,cmh,34A,3,34A-3,,Press-1979[53-4],
43A-cmh,cmh,43A,2,43A-2,"3 rd pronouns same as demonstratives iŋa (animate), ic ɨ (inanimate) ‘here’ maŋa (animate), marɨ (inanimate)",Press-1979[44],
51A-cmh,cmh,51A,1,51A-1,,Press-1979[53],
52A-cmh,cmh,52A,2,52A-2,,Stolz-1996[192],
57A-cmh,cmh,57A,2,57A-2,,Press-1979[59],
63A-cmh,cmh,63A,2,63A-2,,Press-1975,
64A-cmh,cmh,64A,2,64A-2,,Press-1979[102-6],
69A-cmh,cmh,69A,2,69A-2,,Press-1979[65-66],
70A-cmh,cmh,70A,1,70A-1,,Press-1975[155-158],
71A-cmh,cmh,71A,3,71A-3,,Press-1975[158],
77A-cmh,cmh,77A,1,77A-1,,Press-1979,
78A-cmh,cmh,78A,1,78A-1,,Press-1979,
81A-cmh,cmh,81A,7,81A-7,,Press-1979[120],
82A-cmh,cmh,82A,1,82A-1,,Press-1979[120],
83A-cmh,cmh,83A,3,83A-3,,Press-1979[120],
84A-cmh,cmh,84A,6,84A-6,,Press-1979[passim],
85A-cmh,cmh,85A,1,85A-1,,"Press-1979[82-83, 128]",
86A-cmh,cmh,86A,1,86A-1,,Press-1979[59],
87A-cmh,cmh,87A,3,87A-3,,Press-1979[56],
88A-cmh,cmh,88A,6,88A-6,,"Press-1979[34, 55, 121]",
89A-cmh,cmh,89A,1,89A-1,,"Press-1979[34, passim]",
90A-cmh,cmh,90A,1,90A-1,,"Press-1979[58, 109-114]",
90C-cmh,cmh,90C,1,90C-1,,"Press-1979[58, 109-114]",
92A-cmh,cmh,92A,3,92A-3,,Press-1979[124],
93A-cmh,cmh,93A,2,93A-2,,Press-1979[124],
95A-cmh,cmh,95A,5,95A-5,,,
96A-cmh,cmh,96A,5,96A-5,,,
97A-cmh,cmh,97A,5,97A-5,,,
101A-cmh,cmh,101A,3,101A-3,,Press-1979[77],igt-100 igt-101
112A-cmh,cmh,112A,1,112A-1,,Press-1979[95],
116A-cmh,cmh,116A,1,116A-1,,Press-1979[124],
117A-cmh,cmh,117A,5,117A-5,,Press-1975,
118A-cmh,cmh,118A,3,118A-3,,Press-1975,
119A-cmh,cmh,119A,1,119A-1,,Press-1975,
120A-cmh,cmh,120A,2,120A-2,,Press-1975,
129A-cmh,cmh,129A,2,129A-2,"ARM: a'ngav(ɨ) ""arm"" HAND: mo' ?o-v (ɨ) ""hand""",Press-1979,
130A-cmh,cmh,130A,2,130A-2,"ma-`sɨ (ɨ) ""finger""",Press-1979,
138A-cmh,cmh,138A,2,138A-2,‘ tii,Press-1979[171],
143A-cmh,cmh,143A,15,143A-15,,Press-1979[95],
143C-cmh,cmh,143C,4,143C-4,,Press-1979[95],
143E-cmh,cmh,143E,1,143E-1,,Press-1979[95],
143F-cmh,cmh,143F,2,143F-2,,Press-1979[95],
143G-cmh,cmh,143G,4,143G-4,,Press-1979[95],
9A-cmk,cmk,9A,3,9A-3,,Swadesh-1955[60],
27A-cmk,cmk,27A,1,27A-1,,Andrade-1953,
51A-cml,cml,51A,1,51A-1,,Ebert-1997a[passim],
57A-cml,cml,57A,1,57A-1,,Ebert-1997a[42],
60A-cml,cml,60A,4,60A-4,,Ebert-1997a,
70A-cml,cml,70A,1,70A-1,,Ebert-1997a[32],
71A-cml,cml,71A,4,71A-4,,Ebert-1997a[29-32],
81A-cml,cml,81A,1,81A-1,,Ebert-1997a[52],
82A-cml,cml,82A,1,82A-1,,Ebert-1997a[52],
83A-cml,cml,83A,1,83A-1,,Ebert-1997a[52],
86A-cml,cml,86A,1,86A-1,,"Ebert-1997a[46, 52]",
88A-cml,cml,88A,1,88A-1,,"Ebert-1997a[52, passim]",
89A-cml,cml,89A,1,89A-1,,"Ebert-1997a[41, 52]",
90A-cml,cml,90A,2,90A-2,,"Ebert-1997a[52, 62-63]",
90B-cml,cml,90B,1,90B-1,,"Ebert-1997a[52, 62-63]",
92A-cml,cml,92A,6,92A-6,,Ebert-1997a[53],
93A-cml,cml,93A,2,93A-2,,Ebert-1997a[53],
96A-cml,cml,96A,1,96A-1,,,
112A-cml,cml,112A,6,112A-6,,Ebert-2003[541],
116A-cml,cml,116A,6,116A-6,,Ebert-1997a[53],
143A-cml,cml,143A,14,143A-14,,Ebert-2003[541],
143B-cml,cml,143B,4,143B-4,,Ebert-2003[541],
143E-cml,cml,143E,2,143E-2,,Ebert-2003[541],
143F-cml,cml,143F,2,143F-2,,Ebert-2003[541],
143G-cml,cml,143G,4,143G-4,,Ebert-2003[541],
144A-cml,cml,144A,18,144A-18,,Ebert-2003[541],
144L-cml,cml,144L,16,144L-16,,Ebert-2003[541],
144N-cml,cml,144N,6,144N-6,,Ebert-2003[541],
144P-cml,cml,144P,4,144P-4,,Ebert-2003[541],
144Q-cml,cml,144Q,4,144Q-4,,Ebert-2003[541],
144R-cml,cml,144R,6,144R-6,,Ebert-2003[541],
144S-cml,cml,144S,6,144S-6,,Ebert-2003[541],
1A-cmn,cmn,1A,1,1A-1,,Charney-1993;Wistrand-Robinson-and-Armagost-1990,
2A-cmn,cmn,2A,2,2A-2,,Charney-1993;Wistrand-Robinson-and-Armagost-1990,
3A-cmn,cmn,3A,1,3A-1,,Charney-1993;Wistrand-Robinson-and-Armagost-1990,
4A-cmn,cmn,4A,1,4A-1,,Charney-1993;Wistrand-Robinson-and-Armagost-1990,
5A-cmn,cmn,5A,1,5A-1,,Charney-1993;Wistrand-Robinson-and-Armagost-1990,
6A-cmn,cmn,6A,1,6A-1,,Charney-1993;Wistrand-Robinson-and-Armagost-1990,
7A-cmn,cmn,7A,1,7A-1,,Charney-1993;Wistrand-Robinson-and-Armagost-1990,
8A-cmn,cmn,8A,1,8A-1,,Charney-1993;Wistrand-Robinson-and-Armagost-1990,
9A-cmn,cmn,9A,3,9A-3,,Wistrand-Robinson-and-Armagost-1990,
10A-cmn,cmn,10A,2,10A-2,,Charney-1993;Riggs-1949;Wistrand-Robinson-and-Armagost-1990,
11A-cmn,cmn,11A,1,11A-1,,Charney-1993;Wistrand-Robinson-and-Armagost-1990,
12A-cmn,cmn,12A,2,12A-2,,Charney-1993;Wistrand-Robinson-and-Armagost-1990,
13A-cmn,cmn,13A,1,13A-1,,Charney-1993;Wistrand-Robinson-and-Armagost-1990,
14A-cmn,cmn,14A,2,14A-2,,Charney-1993;Osborn-and-Smalley-1949,
15A-cmn,cmn,15A,8,15A-8,,Charney-1993;Osborn-and-Smalley-1949,
16A-cmn,cmn,16A,1,16A-1,,Charney-1993;Osborn-and-Smalley-1949,
17A-cmn,cmn,17A,1,17A-1,,Charney-1993;Osborn-and-Smalley-1949,
18A-cmn,cmn,18A,1,18A-1,,Charney-1993;Wistrand-Robinson-and-Armagost-1990,
19A-cmn,cmn,19A,1,19A-1,,Charney-1993;Wistrand-Robinson-and-Armagost-1990,
26A-cmn,cmn,26A,2,26A-2,,Canonge-1958[passim];Charney-1993[passim];Osborn-and-Smalley-1949[passim];Wistrand-Robinson-and-Armagost-1990[passim],
27A-cmn,cmn,27A,1,27A-1,,Charney-1993[141],
28A-cmn,cmn,28A,3,28A-3,,Charney-1993,
29A-cmn,cmn,29A,1,29A-1,,Charney-1993,
30A-cmn,cmn,30A,1,30A-1,,Charney-1993,
31A-cmn,cmn,31A,1,31A-1,,Charney-1993,
32A-cmn,cmn,32A,1,32A-1,,Charney-1993,
33A-cmn,cmn,33A,2,33A-2,,Osborn-and-Smalley-1949[94];Wistrand-Robinson-and-Armagost-1990[284],
34A-cmn,cmn,34A,3,34A-3,,Charney-1993[49-51],
35A-cmn,cmn,35A,7,35A-7,,Charney-1993[98-101],
36A-cmn,cmn,36A,1,36A-1,,Charney-1993[52],igt-3628
37A-cmn,cmn,37A,2,37A-2,,Wistrand-Robinson-and-Armagost-1990[passim],
38A-cmn,cmn,38A,4,38A-4,,Wistrand-Robinson-and-Armagost-1990[passim],
39A-cmn,cmn,39A,5,39A-5,,Charney-1993[100],igt-3109 igt-3110 igt-3111 igt-3112 igt-3113
40A-cmn,cmn,40A,1,40A-1,,Charney-1993[113 ff.],
41A-cmn,cmn,41A,3,41A-3,pronominal and adnominal identical: i- o- u- proximal medial distal (invisible),Charney-1993[91-2],
42A-cmn,cmn,42A,1,42A-1,pronominal and adnominal identical: i- o- u- proximal medial distal (invisible),Charney-1993[91-2],
44A-cmn,cmn,44A,6,44A-6,,Wistrand-Robinson-and-Armagost-1990[301],
45A-cmn,cmn,45A,1,45A-1,,Charney-1993,
46A-cmn,cmn,46A,1,46A-1,,Charney-1993[108],
