ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment
igt-1002,rus,ispoln-enij-e sonat-y pianist-om,ispoln-enij-e	sonat-y	pianist-om,perform- AN-NOM	sonata- GEN	pianist- INSTR,the performance of the sonata by the pianist,,
igt-1003,mnd,Wŏ sòng tā yī bĕn shū.,Wŏ\tsòng\ttā\tyī\tbĕn\tshū.,I\tgive\ts/he\tone\tCLF\tbook,I gave him/her a book.,,
igt-1004,mnd,Wŏ sòng yī bĕn shū gĕi tā.,Wŏ\tsòng\tyī\tbĕn\tshū\tgĕi\ttā.,I\tgive\tone\tCLF\tbook\tgive\thim/her,I gave a book to him/her.,,
igt-1005,nbd,máŋ kā́,máŋ\tkā́,that\thouse,that house,,
igt-1006,mku,ka-ngan-ti,ka-ngan-ti,NON FUT-1.SG-going,'go',,
igt-1007,mku,ka-nan-ti,ka-nan-ti,NON FUT -2.SG-going,'go',,
igt-1008,mku,ka-n-ti,ka-n-ti,NON FUT -3.SG-going,'go',,
igt-1009,mku,ka-rrkan-ti,ka-rrkan-ti,NON FUT -1.PL.INCL-going,'go',,
igt-1010,mku,antin,antin,NON FUT.1.PL.EXCL.going,'go',,
igt-1011,mku,ka-man-ti,ka-man-ti,NON FUT -1.DU.INCL-going,'go',,
igt-1012,mku,ka-ran-ti,ka-ran-ti,NON FUT -2.PL-going,'go',,
igt-1013,mku,ku-n-tinya,ku-n-tinya,NON FUT -3.PL-going,'go',,
igt-1014,mku,nga-wan-ti,nga-wan-ti,1.SG-FUT-going,'go',,
igt-1015,mku,anti,anti,2.SG.FUT.going,'go',,
igt-1016,mku,ka-wan-ti,ka-wan-ti,3.SG-FUT-going,'go',,
igt-1017,mku,nga-rrkan-ti,nga-rrkan-ti,1.PL.INCL-FUT-going,'go',,
igt-1018,mku,nga-ran-ti,nga-ran-ti,1.PL.EXCL-FUT-going,'go',,
igt-1019,mku,nga-man-ti,nga-man-ti,1.DU.INCL-FUT-going,'go',,
igt-1020,mku,antira,antira,2.PL.FUT.going,'go',,
igt-1021,mku,pu-ran-ti,pu-ran-ti,3.PL-FUT-going,'go',,
igt-1022,ala,yima r yi më r,yima\tr\tyi\tmë\tr,man\t3sg.m\tgo\trec.pst\t3sg.m,the man went,,
igt-1023,ala,yima r fëh m fak më r m,yima\tr\tfëh\tm\tfak\tmë\tr\tm,man\t3sg.m\tpig\t3pl\tget\trec.pst\t3sg.m\t3pl,a man got the pigs,,
igt-1024,ala,na fuk a,na\tfuk\ta,I\tbathe\t1sg,I bathed,,
igt-1025,ala,ni nuat wa ya n t,ni\tnuat\twa\tya\tn\tt,you\tsago.patty\timper\teat\t2sg\t3sg.f,you eat the sago patty!,,
igt-1026,lav,ali na o kiu,ali\tna\to\tkiu,man\tthe.sg.m\t3sg\tdie,the man died,,
igt-1027,lav,aira la ali na a o le,aira\tla\tali\tna\ta\to\tle,woman\tthe.sg.f\tman\tthe.sg.m\t3sg.m\t3sg\tsee,the woman saw the man,,
igt-1028,lav,aka e vela nun …,aka	e	vela	nun	…,then	we.excl	go	dur	,then we went on ...,,
igt-1029,lav,ngai vo le re hi la me,ngai\tvo\tle\tre\thi\tla\tme,I\t3pl\tsee\tnfin\tdo\t1sg\thab,I used to watch them,,
igt-1030,ger,-e,-e,1 SG,I,,
igt-1031,ger,-en,-en,1 PL,we,,
igt-1032,mao,Ka piirangi ia [kia moohio ki te kootiro raa].,Ka\tpiirangi\tia\t[kia\tmoohio\tki\tte\tkootiro\traa].,TNS\twant\the\tCOMP\tknow\tCASE\tART\tgirl\tthat,He wanted to know that girl.,,
igt-1033,hix,toto y-ahos ɨ-ye kamara,toto	y-ahos ɨ-ye	kamara,man	3:3-grab-DISTANT.PST	jaguar,The jaguar grabbed the man.,,
igt-1034,eng,Judas ahēng hine selfne.,Judas\tahēng\thine\tselfne.,Judas\thanged\thim\tself.ACC,Judas hanged himself.,,
igt-1035,heb,méa shish im ve-shalosh,méa\tshish\tim\tve-shalosh,hundred\tsix\tty\tthree,163 (i.e. 100 + 6 x 10 + 3’),,
igt-1036,nag,na [mo me] [ke na] hohui-në-taya,na\t[mo\tme]\t[ke\tna]\thohui-në-taya,and\tfish\tOBJ\tthese\twith\tlook.for-1.SUBJ-3PL.OBJ,And we look for fish with these.,,
igt-1037,cha,si Juan yan si Maria,si\tJuan\tyan\tsi\tMaria,ART\tJuan\tand\tART\tMaria,Juan and Maria,,
igt-1038,cha,Kumakati yan chumachalek i palao'an.,Kumakati\tyan\tchumachalek\ti\tpalao'an.,cry\tand\tlaugh\tART\twoman,The woman is crying and laughing.,,
igt-1039,cha,Malago' yo' ni lepblo ya ku fahan.,Malago'\tyo'\tni\tlepblo\tya\tku\tfahan.,want\tI\tART\tbook\tand\tI\tbuy,I wanted the book and I bought it.,,
igt-1040,spa,Veo el libro.,Veo\tel\tlibro.,see.1SG\tthe\tbook,I see the book.,,
igt-1041,spa,Le veo a Juan.,Le\tveo\ta\tJuan.,3SG.OBJ\tsee.1SG\tDAT\tJuan,I see Juan.,,
igt-1042,spa,Le doy el libro a Juan.,Le	doy	el	libro	a	Juan.,3SG.OBJ	give .1SG	the	book	DAT	Juan,I give the book to Juan.,,
igt-1043,eve,Eni - je guleseg - du bi - d’ere - 0,Eni\t-\tje\tguleseg\t-\tdu\tbi\t-\td’ere\t-\t0,mother\t-\tPL\tvillage\t-\tDAT\tbe\t-\tpres\t-\t3PL,Mother and her relatives are in the village,,
igt-1044,kfe,bɛrʊma tāā la fī pēē la ıtāā,bɛrʊma\ttāā\tla\tfī\tpēē\tla\tıtāā,hundred.pl\tthree\tand\tten\tseven\tand\tthree,373,,
igt-1045,tiw,jər ə kəpai ŋara tuwaɹa,jər ə kəpai	ŋara	tuwaɹa,crocodile	he	tail,the crocodile's tail,,
igt-1046,tiw,ŋara tuwaɹa jərək ə pai,ŋara	tuwaɹa	jərək ə pai,he	tail	crocodile,id.,,
igt-1049,tha,hâa rɔ́ɔy sìi sìp èt,hâa\trɔ́ɔy\tsìi\tsìp\tèt,five\thundred\tfour\tten\tone,541,,
igt-1050,kob,nibi ap,nibi\tap,woman\tINDEF,a woman,,
igt-1051,fin,Men-en kauppa-an [ osta-a-kse-ni ruoka-a].,Men-en	kauppa-an	[ osta-a-kse-ni	ruoka-a].,go-1 SG	shop- ILL	buy- INF-TRASL  -1 POSS	food -PRTV,I am going to the shop in order to buy food.,,
igt-1052,ywr,[kayukayu= ni buru] i-na-nya-rn-dyarra-yirr mudiga,[kayukayu=\tni\tburu]\ti-na-nya-rn-dyarra-yirr\tmudiga,[soft=\terg\tsand]\t3-TR-catch-IMPF-1AUG.DAT-PL\tmotorcar,The soft sands caught our car.,,
igt-1053,mag,Ram - ko,Ram\t-\tko,Ram\t-\tPL,Ram and his family,,
igt-1054,mag,Ram - ra,Ram\t-\tra,Ram\t-\tand,Ram and his family,,
igt-1055,otm,degehní biʔməí nú ma kú,degehní\tbiʔməí\tnú\tma\tkú,there\the.was.born\tthat\tmy\tbrother,my brother was born there,,
igt-1056,otm,na trěni bišip̌í ra bĭna …,na	trěni	bišip̌í	ra	bĭna	…,Mrs	Trinidad	she.told.her	the	Vina	,Mrs Trinidad told Vina ...,,
igt-1057,otm,grímǎ gé,grímǎ\tgé,go\tyou,you go!,,
igt-1058,otm,hín dánaʔmbí ga,hín\tdánaʔmbí\tga,not\tI.hit.him\tI,I didn’t hit him,,
igt-1059,geo,ert man et i,ert\tman\tet\ti,one\tERG\tone\tNOM,None,,
igt-1060,geo,ert i me or e,ert\ti\tme\tor\te,one\tNOM\tORD\ttwo\tORD,None,,
igt-1061,ame,ija od-ude-ce-min na qete-i-a,ija	od-ude-ce-min	na	qete-i-a,1 SG	do-3 SG  - SR  -1 SG	tree	cut-3 SG-TOD.PST,I made him cut the tree.,,
igt-1062,oix,(di)-pa-gá,(di)-pa-gá,(PRES)-go-1.SG,'go',,
igt-1063,oix,di-mi-pá-gá,di-mi-pá-gá,IMPF-IMPF-go-1.SG,'go',,
igt-1064,oix,d ʌ -ma-gá,d ʌ -ma-gá,PRET-go-1.SG,'go',,
igt-1065,oix,št ʌ -mǎ-gá,št ʌ -mǎ-gá,PERF-go-1.SG,'go',,
igt-1066,oix,g ʌ -ma-gá,g ʌ -ma-gá,FUT-go-1.SG,'go',,
igt-1067,may,aof [ro ana m-fat],aof\t[ro\tana\tm-fat],sago\t[REL\t3PL\t3OBJ-fell],the sago tree that they felled,,
igt-1068,ana,Tata Sihuicana ponaiquiba,Tata\tSihuicana\tponaiquiba,Sr.\tSihui-PL\thacer.afuera.signif.p,El Sr. Sihui y familia han salido.,,
igt-1069,cnl,"[pê wa i-pỳm], pê inxê ty","[pê\twa\ti-pỳm],\tpê\tinxê\tty",PST\t1\t1-fall\tPST\tmother\tdie,My mother died when I was born.,,
igt-1070,san,á - Sango,á\t-\tSango,PL\t-\tSango,the Sango people,,
igt-1071,san,á - bar,á\t-\tbar,PL\t-\tbar,bars,,
igt-1072,lak,örč’ šan ay b ur,örč’\tšan\tay\tb\tur,child\tsleep\tprs\tcl3\tbe,the child is sleeping,,
igt-1073,lak,dušni l lu b ukl ay b ur,dušni\tl\tlu\tb\tukl\tay\tb\tur,girl\terg\tbook\tcl3\tread\tprs\tcl3\tbe,the girl is reading the book,,
igt-1074,lak,na šan ay Ø ura,na\tšan\tay\tØ\tura,I\tsleep\tprs\tcl1\tbe,I am sleeping,,
igt-1075,lak,na ina Ø uca ra,na\tina\tØ\tuca\tra,I\tyou\tcl1\tbring\tprs,I bring you,,
igt-1076,mrg,Bàshí’ - yàr,Bàshí’\t-\tyàr,Bashi\t-\tPL,Bashi and his friends,,
igt-1077,mrg,mjì’ - yàr ku,mjì’\t-\tyàr\tku,person\t-\tPL\tthis,these people,,
igt-1078,abk,adgur jə-çºa,adgur\tjə-çºa,Adgur\t3SG.POSS-apple,Adgur’s apple,,
igt-1079,abk,a-çºa-q'apš,a-çºa-q'apš,DEF-apple-red,red apple,,
igt-1080,abk,adgur jaajə-xºa-z açºa,adgur\tjaajə-xºa-z\taçºa,Adgur\t3SG.OBJ-buy-PST.REL\tDEF-apple,apple that Adgur bought,,
igt-1081,tgr,ʔəllan ʔamʕəlāt,ʔəllan\tʔamʕəlāt,this.F.PL\tdays,these days,,
igt-1082,tgr,ʔəb laʔawkād lahay,ʔəb\tlaʔawkād\tlahay,at\ttime\tthat.M,at that time,,
igt-1083,nti,m-,m-,1 SG /1 PL .EXCL,I we (exclusive),,
igt-1084,nti,k-,k-,1 PL .INCL,we (inclusive),,
igt-1085,tha,khāw pen nág:rian:,khāw\tpen\tnág:rian:,he\tCOP\tstudent,He is a student.,,
igt-1086,fre,Est-ce que le président vient?,Est-ce que	le	président	vient?,q	the	president	come.PRES.3SG,Is the president coming?,,
igt-1152,lui,noo-p no-toonav qala,noo-p	no-toonav	qala,1 SG-TOP	my-basket	be.INAN.PRES,I have a basket.,,
igt-1153,lui,noo-n no –toonav qala,noo-n	no –toonav	qala,1 SG-SUBJ	my-basket	be.INAN.PRES  /have,I have a basket.,,
igt-1087,tar,Mario - sini,Mario\t-\tsini,Mario\t-\talso,Mario and others,,
igt-1088,tar,namí - sini,namí\t-\tsini,maternal.uncle\t-\talso,maternal.uncle and whoever is with him,,
igt-1089,mal,ry Paoly,ry\tPaoly,PL.DET\tPaul,Paul and associates,,
igt-1090,mal,i Paoly,i	Paoly,SG.DET	,Paul,,
igt-1091,cle,ma M hlá H i ŋiʔ VH,ma M hlá H i	ŋiʔ VH,cried	baby,the baby cried,,
igt-1092,cle,ka L bá H i hą́: H za M nï M,ka L bá H i	hą́: H	za M	nï M,beat	child.3	person	that,that person beat his child,,
igt-1093,cle,ŋi: L hniá H ba H,ŋi: L	hniá H	ba H,I.go	I	aff,I will go; I am the one that will go,,
igt-1094,cle,ma M kúʔ L i hniá H mï VH ma L taʔ VH,ma M kúʔ L i	hniá H	mï VH ma L taʔ VH,I.ate	I	pineapple,I ate a pineapple,,
igt-1095,cle,ma M ba LH u M hniá M,ma M ba LH u M	hniá M,you.hit	I,you hit me,,
igt-1096,niv,umgu nó x pʻu dˈ,umgu\tnó\tx\tpʻu\tdˈ,woman\tbarn\tabl\tcome.out\tfin,a woman came out from the barn,,
igt-1097,niv,ǹiɣvņ liɣř kʻu nt,ǹiɣvņ\tliɣř\tkʻu\tnt,man\twolf\tkill\tfin,the man killed a wolf,,
igt-1098,niv,nˈyņ hy dyv uin ķʻo dˊ ra,nˈyņ\thy\tdyv\tuin\tķʻo\tdˊ\tra,we\tthis\thouse\tloc\tsleep\tfin\tprd,we slept in this house,,
igt-1099,niv,hoĝat nˈyņ čyņ ņyņ dˈ ra,hoĝat\tnˈyņ\tčyņ\tņyņ\tdˈ\tra,then\twe\tyou.pl\tseek\tfin\tprd,we were looking for you,,
igt-1100,cre,ki-wāpam-i-n,ki-wāpam-i-n,2.A  -see- DIR-1,You see me.,,
igt-1101,cre,ki-wāpam-iti-n,ki-wāpam-iti-n,2.P  -see- INV-1.A,I see you.,,
igt-1102,cre,ki-wāpam-ikw-ak,ki-wāpam-ikw-ak,2.P  -see- INV-3PL.A,They see you.,,
igt-1103,rus,ja prixož-u,ja prixož-u,1 SG   come.PRES  -1 SG,come,,
igt-1104,rus,ja prixod-il,ja prixod-il,1 SG   come.IMPF  - PST.M,come,,
igt-1105,rus,ja priše-l,ja priše-l,1 SG   come.PFV-PST.M,come,,
igt-1106,rus,ja prid-u,ja prid-u,1 SG   come.FUT.PFV-1SG,come,,
igt-1107,rus,ja budu prixod-it’,ja budu prixod-it’,1 SG   be.FUT-1SG    come.IMPF-INF,come,,
igt-1108,die,ʔ-ətalʸ,ʔ-ətalʸ,1SG  -mother,my mother,,
igt-1109,die,ʔə-nʸ-ewaː,ʔə-nʸ-ewaː,1SG  - ALIENABLE  -house,my house,,
igt-1110,map,iñché ñi ñuke ngüma y,iñché\tñi\tñuke\tngüma\ty,I\tmy\tmother\tcry\tind.3sg,my mother cried,,
igt-1111,map,leli e n ew ñi ñuke,leli\te\tn\tew\tñi\tñuke,watch\tint.do\tind.1sg\tdat.sbj\tmy\tmother,my mother watched me,,
igt-1112,map,leli n ñi ñuke,leli\tn\tñi\tñuke,watch\tind.1sg\tmy\tmother,I watched my mother,,
igt-1113,map,aku y engün,aku\ty\tengün,arrive\tind.3\tthey,they arrived,,
igt-1114,map,eymün leli mu yiñ iñchiñ,eymün\tleli\tmu\tyiñ\tiñchiñ,you\twatch\tind2\tpl\twe,you watched us,,
igt-1115,gjj,a-esak kakwez kaʔi ihe,a-esak	kakwez	kaʔi	ihe,1SG.A  -see	DIST.PST.ATTESTED	monkey	I,I saw the monkey.,,
igt-1116,gjj,he-kisi takihe-pupe aʔe,he-kisi	takihe-pupe	aʔe,1SG.P  -cut	knife-with	he,He cut me with a knife.,,
igt-1117,fin,Hän kirjoittaa kynä-llä.,Hän\tkirjoittaa\tkynä-llä.,s/he\twrite.3SG\tpen-WITH,"S/he is writing with a pen. note: Instrument: ""Adessive - llä """,,
igt-1118,fin,Läsnä oli V. V. vaimo-ine-en.,Läsnä	oli	V. V.	vaimo-ine-en.,near	be.PST.3SG	V.V.	wife-WITH-POSS.3,"V. V. was present with his wife. note: Accompaniment: ""Comitative - ine """,,
igt-1119,tkl,gwel -danà,gwel\t-danà,under-\trock,under the rock,,
igt-1120,pip,ni-wīts,ni-wīts,1.SG-come.PRES,'come',,
igt-1121,pip,ni-wāla ʔ,ni-wāla ʔ,1.SG.come.PRET,'come',,
igt-1122,pip,ni-k-ida-k,ni-k-ida-k,1.SG.SUBJ-SG.OBJ-see-PST,'see',,
igt-1123,pip,ni-k-its-tuk,ni-k-its-tuk,1.SG.SUBJ-SG.OBJ-see-PERF,'see',,
igt-1124,snm,sa,sa,1sg,I,,
igt-1125,snm,samakö,samakö,1pl.excl,we (exclusive),,
igt-1126,snm,makö,makö,1pl.incl,we (inclusive),,
igt-1127,sim,ŋaŋ sa’a bəsaŋ sara ata tu’a-tu’a,ŋaŋ\tsa’a\tbəsaŋ\tsara\tata\ttu’a-tu’a,already\tthen\tcome\tone\tperson\told-old,Then a very old man came.,,
igt-1128,knm,‘aba,‘aba,1sg,I,,
igt-1129,knm,‘aame,‘aame,1dl.excl,we two (exclusive),,
igt-1130,knm,‘ame,‘ame,1pl.excl,we (exclusive),,
igt-1131,knm,‘kiime,‘kiime,1dl.incl,we two (inclusive),,
igt-1132,knm,‘kime,‘kime,1pl.incl,we (inclusive),,
igt-1133,grk,ékan-a ton jáni na fíj-i,ékan-a	ton	jáni	na	fíj-i,made-1 SG.ACTIVE	the	John.ACC	sbjv	leave-3 SG,I made John leave.,,
igt-1134,fin,Vanhempien taloudellisen tuen antaminen,Vanhempien\ttaloudellisen\ttuen\tantaminen,Parent.gen.pl\teconomic\tsupport.gen.sg\tgive.an.sg.nom,Parents' giving of economic support,,
igt-1135,nht,sıhtlı lalıwıs mah kɔ mıkı ya,sıhtlı\tlalıwıs\tmah\tkɔ\tmıkı\tya,jackrabbit\tvery\tfear\tmanner\tdie\tipv,the jackrabbit was very frightened,,
igt-1136,nht,wa ka inu koyutl sɔ sa o kı k w a sıhtlı,wa	ka	inu	koyutl	sɔ	sa	o	kı	k w a	sıhtlı,and	with	that	coyote	rdp	just	pst	her	eat	jackrabbit,and with that the coyote up and ate the jackrabbit,,
igt-1137,nht,taha to mo kal teč ow a,taha\tto\tmo\tkal\tteč\tow\ta,you\tyou\trefl\thouse\tnext.to\tvbz\tprs,you move over,,
igt-1138,nht,yaha tlika tı k maka k taha,yaha\ttlika\ttı\tk\tmaka\tk\ttaha,he\twhy\tyou\thim\thit\tpfv\tyou,why did you hit him?,,
igt-1139,abi,ioalir ipi laten k n aoir e tapek,ioalir\tipi\tlaten\tk\tn\taoir\te\ttapek,man\tcoll\tmany\tpl.m\t3\tarrive\tpl\tdur,they are arriving,,
igt-1140,abi,ioale i aham at nihiRenak,ioale\ti\taham\tat\tnihiRenak,man\t3A\tkill\tasp\tjaguar,the man kills the tiger,,
igt-1141,abi,akam h eoka qa tapek,akam\th\teoka\tqa\ttapek,we\t1\tcry\tpl\tdur,we are crying,,
igt-1142,abi,hakami am h icag aR ge,hakami\tam\th\ticag\taR\tge,you\tfut\t1\tpraise\tpl\ttr,we will praise you,,
igt-1143,kio,K’yá̢·hî̢̢· Ø cán,K’yá̢·hî̢̢·\tØ\tcán,man\t3sg\tarrive.pfv,the man came,,
igt-1144,kio,K’yá̢·hî̢̢· t h àlí è̢ góp,K’yá̢·hî̢̢·	t h àlí	è̢	góp,man	boy	3sg>du	hit.pfv,the man hit the two boys,,
igt-1145,kio,nɔ́· èm tó̢·t h áy,nɔ́·	èm	tó̢·t h áy,I	1sg>2sg	address.pfv,I addressed you,,
igt-1146,mar,[ ʼ -ashvar-haay-ly ] ʼ -nchen-sh iima-k,[ ʼ -ashvar-haay-ly ]	ʼ -nchen-sh	iima-k,1-sing-yet-in	1-old.sib- SBJV	dance- REAL,"When I sang, my brother started to dance.",,
igt-1147,iri,téann Sean,téann\tSean,go.PST\tSean,Sean went.,,
igt-1148,iri,is breoite é,is\tbreoite\té,COP.PRES\till\the,He is ill.,,
igt-1149,ind,gadis ke-tiga,gadis	ke-tiga,girl	DEF  -three,the third girl,,
igt-1150,ind,ke-tiga gadis,ke-tiga	gadis,DEF  -three	girl,the three girls,,
igt-1151,maa,sapuk olkondi to lkibulekeny,sapuk\tolkondi\tto\tlkibulekeny,big\thartebeest\tto\twaterbuck,The hartebeest is bigger than the waterbuck.,,
igt-1154,arm,Na namak e gər-um.,Na	namak	e	gər-um.,he	letter	is	write- CONV,He is writing/writes a letter. note: Present,,
igt-1155,arm,Na namak er gər-um.,Na	namak	er	gər-um.,he	letter	was	write- CONV,He was writing/wrote (habitually) a letter. note: Imperfect,,
igt-1156,arm,Na namak gr-ecə.,Na	namak	gr-ecə.,he	letter	write- AOR.3SG,He wrote a letter (a single event). note: Aorist,,
igt-1157,sml,Jon yɛ mə=raʔ-tʰəy.,Jon\tyɛ\tmə=raʔ-tʰəy.,give\t1SG\tREL=COMPR-big,Give me the big one.,,
igt-1158,mup,pūt ' go out. SG.ACTION',pūt	' go out. SG.ACTION',pú< á >t	' go.out< pl.action > ',b. tù ' kill. SG.ACTION ',,
igt-1159,mup, tù- é ' kill- pl.action ',	tù- é	' kill- pl.action ',c.	cīt	' beat.SG.ACTION ',nás ' beat. PL.ACTION ',,
igt-1160,kew,íri-b-e,íri-b-e,cook- INCEPTIVE-1.SG.PERF.EGOCENTRIC,I have begun cooking it,,
igt-1161,kew,íra-paa-ru,íra-paa-ru,cook- COMPLETIVE-1.SG.PST.ALTROCENTRIC,I finished cooking it (for someone),,
igt-1162,kew,íra-wa-de,íra-wa-de,cook-1 SG.PST.EGOCENTRIC-PUNCTILIAR,I cooked it,,
igt-1163,pit,tjitji a nu,tjitji\ta\tnu,child.abs\tgo\tpst,the child went,,
igt-1164,pit,minyma ngku tjitji nya ngu,minyma\tngku\ttjitji\tnya\tngu,woman\terg\tchild.abs\tsee\tpst,the woman saw the child,,
igt-1165,pit,ngayu lu a nu,ngayu\tlu\ta\tnu,I\tnom\tgo\tpst,I went,,
igt-1166,pit,ngayu lu tjitji nya ngu,ngayu\tlu\ttjitji\tnya\tngu,I\terg\tchild.abs\tsee\tpst,I saw the child,,
igt-1167,pit,tjitji ngku ngayu nya nya ngu,tjitji\tngku\tngayu\tnya\tnya\tngu,child\terg\tI\tacc\tsee\tpst,the child saw me,,
igt-1168,hmo,kuv cov nyaaj puas nyam hoob pee,kuv\tcov\tnyaaj\tpuas\tnyam\thoob\tpee,1SG\tMEAS\taunt\tq\tlike\tsing\tsong,Do my aunts like to sing?,,
igt-1169,awt,Kewmæy - wæw,Kewmæy\t-\twæw,Kewmaey\t-\tDU,Kewmaey and someone,,
igt-1170,awt,Altiy - wom,Altiy\t-\twom,Altiy\t-\tPL,Altiy mob,,
igt-1171,awt,yæn - wom,yæn\t-\twom,child\t-\tPL,children,,
igt-1172,awt,yæn - wæw,yæn\t-\twæw,child\t-\tDU,the two children,,
igt-1173,grw,Inna-jaa- ssa -atit.,Inna-jaa- ssa -atit.,go.to.bed-early-NEC-IND.2SG,You must go to bed early.,,
igt-1174,grw,Københavni-mii- ssa -aq.,Københavni-mii- ssa -aq.,Copenhagen-be.in-NEC-IND.3SG,She must be in Copenhagen.,,
igt-1175,krk,kun-iykár-at,kun-iykár-at,3 PL>3SG  -kill- PST,They killed [him/her].,,
igt-1176,krk,pu-ʔiykar-áp-at,pu-ʔiykar-áp-at,NEG  -kill-3 PL>3SG-PST,They did not kill [him/her].,,
igt-1178,imo,hla,hla,eat.pl.subj,’eat’,,
igt-1177,imo,ne,ne,eat.sg.subj,’eat’,,
igt-1179,imo,lõh,lõh,stand.sg.subj,’stand’,,
igt-1180,imo,lëfah,lëfah,stand.sg.subj,’stand’,,
igt-1181,imo,lõhõ,lõhõ,not like.sg.subj,‘not like’,,
igt-1182,imo,lëfaha,lëfaha,not like.pl.subj,‘not like’,,
igt-1183,imo,hõno,hõno,make netbag.sg,‘make netbag’,,
igt-1184,imo,pueg,pueg,make netbad.pl,‘make netbag’,,
igt-1185,imo,li,li,sleep.sg.subj,‘sleep’,,
igt-1186,imo,shaulõ,shaulõ,sleep.pl.subj,‘sleep’,,
igt-1187,imo,li,li,lie.sg.subj,‘lie’,,
igt-1188,imo,alõh,alõh,lie.pl.subj,‘lie’,,
igt-1210,hai,’la ahl gu Mary na7waa,’la\tahl\tgu\tMary\tna7waa,he\twith\tq\tMary\tdwell,does Mary live with him?,,
igt-1211,hai,Bill Joe sdasgiid an,Bill\tJoe\tsdasgiid\tan,Bill\tJoe\tkick\tpst,Bill kicked Joe,,
igt-1212,hai,gam ’la qats’a gang .ang gang,gam\t’la\tqats’a\tgang\t.ang\tgang,neg\the\tenter\tfreq\tneg\tprs,he never comes in,,
igt-1213,hai,7iitl’ la gu’laa gang,7iitl’\tla\tgu’laa\tgang,we\the\tlike\tprs,he like us,,
igt-1214,dni,"it Eilelekkwe - lak, Lyo lak enek, Apane mel nek mukisoko","it\tEilelekkwe\t-\tlak,\tLyo\tlak\tenek,\tApane\tmel\tnek\tmukisoko",them\tEilelekwe\t-\tAPL\tLyo\tAPL\tonly\tAbane\talso\tonly\tchase-we.did.toward.them,We drove out only Eilelekwe and his followers and Lyo and his followers and also Abane – just them.,,
igt-1215,dni,it - en wein ayetek Nattvkvnhe - lak weim apok ekasik - he...,it\t-\ten\twein\tayetek\tNattvkvnhe\t-\tlak\tweim\tapok\tekasik\t-\the...,them\t-\tby\tbattle\tpermanent.resident\tNatugunhe\t-\tAPL\tbattle\tsummons\tthey.said.prior\t-\ttopic,"After permanent resident Natugunhe and his group called for battle, then they ...",,
igt-1216,dni,"Wolok wakoukwhasi’mo - nen - he, it wakoukwha - mekke, Pililo - lak - en - he wam hakw - hylyk - he, Oteke seke tum - hoko wathukwha akkyky.","Wolok\twakoukwhasi’mo\t-\tnen\t-\the,\tit\twakoukwha\t-\tmekke,\tPililo\t-\tlak\t-\ten\t-\the\twam\thakw\t-\thylyk\t-\the,\tOteke\tseke\ttum\t-\thoko\twathukwha\takkyky.","carrying\tAfter.they.had.come\t-\tsource\t-\ttopic\tthey\tthey.came\t-\tbut\tPililo\t-\tAPL\t-\tsource\t-\ttopic\tpig\tgrab\t-\thaving-done-it\t-\ttopic,\tOrege\tspear\tthrust\t-\tmanner\tthey.hit.him\tI.believe","After the locals had brought it – they had come, but Pililo and his men grabbed the pig and wounded Orege with a spear thrust, you know.",,
igt-1217,ngg,awa - Tyemeny,awa\t-\tTyemeny,COLL.PL\t-\tTyemeny,‘Tyemeny and her kids/friends/family etc./,,
igt-1218,ngg,awa - purrpurrk,awa\t-\tpurrpurrk,COLL-PL\t-\tlittle.’uns,a mob of kids,,
igt-1219,kzy,Ivanov - jas munönɨ karö,Ivanov\t-\tjas\tmunönɨ\tkarö,Ivanov\t-\tjas\tmunönɨ\tkarö,Ivanov and those with him go to the city.,,
igt-1220,kzy,mort - jas,mort\t-\tjas,man\t-\tPL,people,,
igt-1189,tha,D aa ng hŭar óo Dam.,D aa ng	hŭar óo	Dam.,Dang	laugh	Dam,Dang laughed at Dam,,
igt-1190,pny,Ngunha parnka ngarna-rta mantu-yu.,Ngunha	parnka	ngarna-rta	mantu-yu.,that	lizard	eat- FUT	meat- ACC,That lizard will eat the meat.,,
igt-1191,pny,Ngatha yukurru-ku mantu-yu yinya-nha.,Ngatha	yukurru-ku	mantu-yu	yinya-nha.,I.NOM	dog- ACC	meat- ACC	give- PST,I gave the dog meat.,,
igt-1192,ndy,wan tumisi gaan makiti,wan\ttumisi\tgaan\tmakiti,INDEF\tvery\tgreat\tpower,a very great power,,
igt-1193,ndy,i kon dyendee tumisi,i\tkon\tdyendee\ttumisi,2SG\tcome\telegant\tvery,You’ve become very elegant.,,
igt-1194,sup,ŋ̀kwuu sicyɛɛré ˈná béétàànrè ná kɛ́ ˈná báárìcyɛ̀ɛ̀rè,ŋ̀kwuu\tsicyɛɛré\tˈná\tbéétàànrè\tná\tkɛ́\tˈná\tbáárìcyɛ̀ɛ̀rè,eighty\tfour\tand\ttwenty-three\tand\tten\tand\tfive-four,399 (i.e. 80 x 4 + 20 x 3 + 10 + 5 + 4,,
igt-1195,aeg,ʔiṭ-ṭajjaar-a gaaja,ʔiṭ-ṭajjaar-a\tgaaja,the-plane-F.SG\tcome,The plane is coming.,,
igt-1196,tug,sənâtət təmərwin əd səmmus,sənâtət\ttəmərwin\təd\tsəmmus,two\tten.pl\tand\tfive,25 (i.e. 2 x 10 + 5),,
